ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS
1450000002742,The Pastry Cupboard ,2.7,(415) 864-2755,8,"1596 Market Street, San Francisco, CA"
1450000002745,The Publican ,4.1,(312) 733-9555,840,"837 W. Fulton Market, Chicago, IL"
1450000002758,The Taco Shop ,3.3,(608) 250-8226,37,"604 University Ave, Madison, WI"
1450000002765,The Victory Madison ,3.4,(608) 240-0366,22,"2710 Atwood Ave, Madison, WI"
1450000002770,Three Dots and a Dash ,3.5,(312) 610-4200,42,"435 N. Clark Street, Chicago, IL"
1450000002776,Tinga ,4.6,(323) 954-9566,58,"142 S La Brea, Los Angeles, CA"
1450000002786,Tokyo Express ,,(608) 280-8338,0,"617 State St, Madison, WI"
1450000002794,Tommy's Mexican ,3.5,(415) 387-4747,125,"5929 Geary Boulevard, San Francisco, CA"
1450000002797,Tony Maroni's Famous Gourmet ,3.3,(310) 966-5050,18,"11645 Wilshire Blvd, Los Angeles, CA"
1450000002812,Tous Les Jours ,2.8,(212) 967-9661,6,"31 West 32nd Street, New York, NY"
1450000002825,True Coffee Roasters ,3.1,(608) 277-1455,33,"6250 Nesbitt Rd, Fitchburg, WI"
1450000002830,Tuba ,3.6,(415) 826-8822,50,"1007 Guerrero Street, San Francisco, CA"
1450000002846,Umami Food Cart ,3.0,(608) 819-6319,4,"700 State St, Madison, WI"
1450000002847,Umami Ramen & Dumpling Bar ,3.7,(608) 819-6319,151,"923 Williamson St., Madison, WI"
1450000002859,Vee Vee's ,3.3,(773) 465-2424,21,"6232 N. Broadway Street, Chicago, IL"
1450000002872,Via Lima ,,(773) 348-4900,0,"4024 N. Lincoln Avenue, Chicago, IL"
1450000002873,Vibe ,,(213) 268-9948,0,"721 S Western Ave, Los Angeles, CA"
1450000002878,Villa Dolce ,3.9,(608) 833-0033,205,"1828 Parmenter St, Middleton, WI"
1450000002882,Village Pizzeria ,3.8,(323) 465-5566,157,"131 N Larchmont Blvd, Los Angeles, CA"
1450000002888,Vinoteque on Melrose ,4.0,(310) 860-6060,95,"7469 Melrose Ave, Los Angeles, CA"
1450000002901,Wasabi Japanese Restaurant ,3.7,(608) 255-5020,240,"449 State St Ste 2G, Madison, WI"
1450000002904,Watertower Chop House ,3.1,(608) 318-1857,21,"109 W Main St, Sun Prairie, WI"
1450000002905,Waypoint Public House ,,(608) 222-3900,0,"320 W Broadway, Madison, WI"
1450000002908,Weary Traveler Freehouse ,4.3,(608) 442-6207,644,"1201 Williamson St, Madison, WI"
1450000002933,Wildberry Pancakes & Cafe ,3.9,(312) 938-9777,237,"130 E. Randolph Street, Chicago, IL"
1450000002936,Willalby's Cafe ,3.6,(608) 259-9032,53,"1351 Williamson St, Madison, WI"
1450000002944,Wings Over Madison ,3.6,(608) 467-3300,42,"2739 University Ave, Madison, WI"
1450000002947,Winton Deli ,2.8,(510) 786-2444,4,"2042 W Winton Avenue, Hayward, CA"
1450000002962,Woodhouse Fish Company ,3.5,(415) 437-2722,154,"2073 Market Street, San Francisco, CA"
1450000002969,Yang Chow ,3.8,(213) 625-0811,344,"819 N Broadway, Los Angeles, CA"
1450000002989,Yu Chun Chic Naeng Myun ,3.4,(213) 382-3815,16,"3185 W Olympic Blvd, Los Angeles, CA"
1450000002991,Yum Yum Bangkok ,3.9,(212) 262-7244,219,"650 9th Avenue, New York, NY"
1450000003012,Zuzu Cafe ,3.9,(608) 260-9898,60,"1336 Drake St, Madison, WI"
