ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS
1445980001343,Cup & Cup ,4.5,(646) 398-9990,145,"15 E 31st St, New York, NY 10016"
1445980004368,Ruth�۪s Chris Steak House ,3.5,(608) 828-7884,66,"2137 Deming Way, Middleton, WI 53562"
1445980003551,Nina O.'s review of Ten Pin Alle,3.5,(608) 845-1010,16,"6285 Nesbitt Rd, Fitchburg, WI 53719"
1445980001890,Gam Ja Gol ,4.0,(213) 381-6446,213,"3003 W Olympic Blvd, Los Angeles, CA 90006"
1445980004173,Ramen Takeya ,4.0,(312) 666-7710,93,"819 W Fulton Market, Chicago, IL 60607"
1445980001594,El Rio Grande ,4.0,(608) 877-0160,37,"524 W Main St, Stoughton, WI 53589"
1445980005536,Umami Burger ,4.0,(415) 440-8626,1785,"2184 Union St, San Francisco, CA 94123"
1445980003685,Ora ,4.5,(773) 506-2978,292,"5143 N Clark St, Chicago, IL 60640"
1445980001037,Chang Jiang ,2.5,(608) 288-1888,14,"2935 S Fish Hatchery Rd, Fitchburg, WI 53711"
1445980001027,Cha Cha Cha ,4.0,(415) 386-7670,2627,"1801 Haight St, San Francisco, CA 94117"
1445980000090,Ace�۪s Main Tap ,4.5,(608) 835-3330,3,"121 S Main St, Oregon, WI 53575"
1445980003323,Ming Moon ,2.5,(608) 835-2163,7,"787 N Main St, Oregon, WI 53575"
1445980004347,RP Adler�۪s ,3.5,(608) 828-1250,43,"8202 Watts Rd, Madison, WI 53719"
1445980004133,Quaker Steak & Lube ,3.5,(608) 831-5823,92,"2259 Deming Way, Middleton, WI 53562"
1445980005733,Which Wich ,3.5,(608) 836-9424,25,"2177 Deming Way, Middleton, WI 53562"
1445980000614,BJs Kolaches ,,(715) 340-6267,0,"975 University Ave, Madison, WI 53706"
1445980004391,Saigon Sandwich ,4.5,(415) 474-5698,2586,"560 Larkin St, San Francisco, CA 94102"
1445980004457,Sardine ,4.0,(608) 441-1600,259,"617 Williamson St, Madison, WI 53703"
1445980004459,Sarku Japan ,4.0,(608) 833-8808,9,"111 W Towne Mall, Madison, WI 53719"
1445980004460,Sarku Japan ,3.0,(608) 836-0818,2,"108 W Towne Mall, Madison, WI 53719"
1445980002391,J J Fish ,,(773) 533-1995,0,"816 N Kedzie Ave, Chicago, IL 60651"
1445980004534,Shallots Bistro ,3.0,(847) 677-3463,47,"7016 Carpenter Rd, Skokie, IL 60076"
1445980000451,Barrel Down ,4.0,(213) 232-8657,104,"525 W 7th St, Los Angeles, CA 90014"
1445980001161,Chunju Han,4.0,(213) 480-1799,483,"3450 W 6th St, Los Angeles, CA 90020"
1445980001379,Dan Sung Sa ,4.0,(213) 487-9100,497,"3317 W 6th St, Los Angeles, CA 90020"
1445980001562,El Carmen ,4.0,(323) 852-1552,687,"8138 W 3rd St, Los Angeles, CA 90048"
1445980004582,Sixth St Tavern ,4.0,(213) 614-1900,392,"630 W 6th St, Los Angeles, CA 90017"
1445980005794,Wood Spoon ,4.0,(213) 629-1765,1131,"107 W 9th St, Los Angeles, CA 90015"
1445980004655,Sotto Mare ,4.5,(415) 398-3181,2103,"552 Green St, San Francisco, CA 94133"
1445980000619,Black Tree ,4.0,(212) 533-4684,262,"131 Orchard St, New York, NY 10002"
1445980001198,Club Puertorriqueno De San Francisco ,4.0,(415) 920-9606,1,"3249 Mission St, San Francisco, CA 94110"
1445980001820,Four Star Video Cooperative ,4.5,(608) 255-1994,19,"449 State St, Madison, WI 53703"
1445980004741,Steak Escape ,,(608) 833-9771,0,"118 W Towne Mall, Madison, WI 53719"
1445980002692,Kopi Kopi NYC ,3.5,(212) 777-7285,224,"68 W 3rd St, New York, NY 10012"
1445980004791,Subway ,4.0,(608) 441-6887,2,"2850 University Ave, Madison, WI 53705"
1445980004428,San Dong Best ,4.0,(415) 668-5888,34,"3741 Geary Blvd, San Francisco, CA 94118"
1445980004879,Swagat ,,(800) 601-7491,0,"707 N High Point Rd, Madison, WI 53717"
1445980004880,Swagat Indian Restaurant ,4.0,(608) 836-9399,92,"707 N Highpoint Rd, Madison, WI 53717"
1445980004891,Sweet Maple ,4.0,(415) 655-9169,1570,"2101 Sutter St, San Francisco, CA 94115"
1445980004892,Sweet Maple ,4.0,(415) 655-9169,1559,"2101 Sutter St, San Francisco, CA 94115"
1445980001615,Ella�۪s Deli ,3.0,(608) 241-5291,165,"2902 E Washington Ave, Madison, WI 53704"
1445980005021,Teriyaki Sushi Express ,4.0,(608) 271-4000,15,"3044 Fish Hatchery Rd, Fitchburg, WI 53713"
1445980005034,Thai Noodles ,3.5,(608) 270-9527,62,"5957 Mckee Rd, Fitchburg, WI 53719"
1445980000798,Buena Vista Cafe ,4.0,(415) 474-5044,1560,"2765 Hyde St, San Francisco, CA 94109"
1445980004532,Shake Shack ,4.0,(646) 545-4600,646,"215 Murray St, New York, NY 10282"
1445980005185,The Green Owl ,4.0,(608) 285-5290,162,"1970 Atwood Ave, Madison, WI 53704"
1445980002401,Jack N Jill�۪s Too ,4.0,(310) 858-4900,553,"8738 W 3rd St, Los Angeles, CA 90048"
1445980005238,The Little Easy ,4.0,(213) 628-3113,128,"216 W 5th St, Los Angeles, CA 90013"
1445980005239,The Little Owl ,4.0,(212) 741-4695,978,"90 Bedford St, New York, NY 10014"
1445980001492,Dotty Dumpling�۪s Dowry ,4.0,(608) 259-0000,305,"317 N Frances St, Madison, WI 53703"
1445980005274,The Old Fashioned ,4.0,(608) 310-4545,951,"23 N Pinckney St, Madison, WI 53703"
1445980005306,The Publican ,4.0,(312) 733-9555,2207,"837 W Fulton Market, Chicago, IL 60607"
1445980005358,The Taco Bros ,4.0,(608) 422-5075,25,"604 E University Ave, Madison, WI 53715"
1445980000584,Bill D.'s review of Chez Delisay Cajun Cuisin,5.0,(872) 806-0986,25,"6621 N Clark St, Chicago, IL 60626"
1445980005412,Tinga ,4.0,(323) 954-9566,460,"142 S La Brea Ave, Los Angeles, CA 90036"
1445980005434,Tokyo Express ,,(608) 280-8338,0,"617 State St, Madison, WI 53703"
1445980001219,Colibri Mexican Bistro ,3.5,(415) 440-2737,1601,"438 Geary St, San Francisco, CA 94102"
1445980000488,BCD Tofu House ,4.0,(213) 382-6677,1894,"3575 Wilshire Blvd, Los Angeles, CA 90010"
1445980004722,St. Thomas Church Fifth Avenue ,4.5,(212) 757-7013,16,"1 West 53rd St, New York, NY 10019"
1445980005500,Tuba ,4.0,(415) 826-8822,533,"1007 Guerrero St, San Francisco, CA 94110"
1445980005501,Tuba ,4.0,(415) 826-8822,532,"1007 Guerrero St, San Francisco, CA 94110"
1445980000572,Big Bricks ,4.0,(773) 525-5022,245,"3832 N Lincoln Ave, Chicago, IL 60613"
1445980005370,The Vape Shop ,5.0,(323) 496-9288,316,"125 N Western Ave, Los Angeles, CA 90004"
1445980005635,Villa Dolce ,3.5,(608) 833-0033,52,"1828 Parmenter St, Middleton, WI 53562"
1445980002824,Larchmont Village Wine Spirits & Cheese ,4.5,(323) 856-8699,680,"223 N Larchmont Blvd, Los Angeles, CA 90004"
1445980001830,Franco On Melrose ,4.0,(323) 934-3390,608,"6919 Melrose Ave, Los Angeles, CA 90038"
1445980005650,Vinoteque On Melrose ,4.0,(310) 860-6060,501,"7469 Melrose Ave, Los Angeles, CA 90046"
1445980001040,Chang Jiang ,3.0,(608) 825-9108,16,"984 W Main St, Sun Prairie, WI 53590"
1445980005699,Waypoint Public House ,4.0,(608) 222-0224,40,"320 W Broadway, Monona, WI 53716"
1445980005753,Wildberry Pancakes and Cafe ,4.5,(312) 938-9777,1633,"130 E Randolph St, Chicago, IL 60601"
1445980005775,Winton Deli Cafe ,3.5,(510) 786-2444,23,"2042 W Winton Ave, Hayward, CA 94545"
1445980005201,The Hot Spot ,4.0,(415) 355-9800,54,"1414 Market St, San Francisco, CA 94102"
1445980005199,The Heights Deli & Bottle Shop ,4.5,(323) 223-0708,99,"2927 N Broadway, Los Angeles, CA 90031"
1445980000326,At nine Restaurant & Bar ,4.0,(212) 265-4499,197,"592 9th Ave, New York, NY 10036"
1445980004264,Riposo 46 ,4.0,(929) 220-3952,269,"667 9th Ave, New York, NY 10036"
1445980005881,ZuZu Cafe & Market ,3.5,(608) 260-9898,39,"1336 Drake St, Madison, WI 53715"
