ltable_id,rtable_id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year,id
563,2849,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2892
562,2849,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2893
1529,2849,0,1529,"structures for manipulating proposed updates in object-oriented databases m doherty , r hull , m rupawalla sigmod conference",,,1996.0,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2894
632,2849,0,632,repositories and object oriented databases sigmod record 1998,p bernstein,,,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2895
1200,2849,0,1200,query unnesting in object-oriented databases sigmod conference,l fegaras,,1998.0,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2896
1465,2849,0,1465,the persistent cache : improving oid indexing in temporal object-oriented database systems k nјrvхg vldb,,,1999.0,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2897
2300,2849,0,2300,"a taxonomy for secure object-oriented databases m olivier , s solms 1994",,acm trans . database syst .,,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2898
1518,2849,0,1518,static detection of security flaws in object-oriented databases 1996,k tajima,sigmod conference,,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2899
770,2849,0,770,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000.0,2849,"indexing techniques for object-oriented databases acm press frontier series , 1989.0","w kim , kc kim , a dale",,,2900
563,19222,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2901
2208,19222,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2902
2249,19222,0,2249,declarative updates of relational databases w chen acm trans . database syst .,,,1995.0,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2903
562,19222,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2904
1350,19222,0,1350,"managing intervals efficiently in object-relational databases h kriegel , m pіtke , t seidl",,vldb,2000.0,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2905
2245,19222,0,2245,efficient exploration of large scientific databases 2002,"e stolte , g alonso",vldb,,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2906
1131,19222,0,1131,efficiently mining long patterns from databases sigmod conference,r jr.,,1998.0,19222,"efficiently monitoring relational databases op buneman , ek clemons",,"acm transactions on database systems ( tods ) ,",1979.0,2907
563,51968,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,51968,"formalization of object-oriented database model with rules s goutas , p soupos , d christodoulakis information and software technology ,",,,1991.0,2908
2564,51968,0,2564,index configuration in object-oriented databases 1994,e bertino,vldb j.,,51968,"formalization of object-oriented database model with rules s goutas , p soupos , d christodoulakis information and software technology ,",,,1991.0,2909
1200,51968,0,1200,query unnesting in object-oriented databases sigmod conference,l fegaras,,1998.0,51968,"formalization of object-oriented database model with rules s goutas , p soupos , d christodoulakis information and software technology ,",,,1991.0,2910
2338,51968,0,2338,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,51968,"formalization of object-oriented database model with rules s goutas , p soupos , d christodoulakis information and software technology ,",,,1991.0,2911
1349,51968,0,1349,sentinel : an object-oriented dbms with event-based rules 1997,s chakravarthy,sigmod conference,,51968,"formalization of object-oriented database model with rules s goutas , p soupos , d christodoulakis information and software technology ,",,,1991.0,2912
1794,51968,0,1794,"cost-based selection of path expression processing algorithms in object-oriented databases g gardarin , j gruser , z tang 1996",,vldb,,51968,"formalization of object-oriented database model with rules s goutas , p soupos , d christodoulakis information and software technology ,",,,1991.0,2913
563,3526,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,3526,"integrating a structured-text retrievalsystemwithanobject-oriented databasesystem tw yan , j annevelink proc 20th int conf on very large databases , santiago , chile ,",,,,2914
691,3526,0,691,integrating contents and structure in text retrieval 1996,"r baeza-yates , g navarro",sigmod record,,3526,"integrating a structured-text retrievalsystemwithanobject-oriented databasesystem tw yan , j annevelink proc 20th int conf on very large databases , santiago , chile ,",,,,2915
563,20204,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,20204,"extraction of object-oriented schemas from existing relational databases : a form-driven approach m malki , a flory , mk rahmouni 2002.0",,"informatica ,",,2916
562,20204,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,20204,"extraction of object-oriented schemas from existing relational databases : a form-driven approach m malki , a flory , mk rahmouni 2002.0",,"informatica ,",,2917
2432,20204,0,2432,"exact : an extensible approach to active object-oriented databases o dэaz , a jaime",,vldb j.,1997.0,20204,"extraction of object-oriented schemas from existing relational databases : a form-driven approach m malki , a flory , mk rahmouni 2002.0",,"informatica ,",,2918
563,34174,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,34174,"efficiently instantiating view-objects from remote relational databases bs lee , g wiederhold 1994.0",,"the vldb journal the international journal on very large & hellip ; ,",,2919
562,34174,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,34174,"efficiently instantiating view-objects from remote relational databases bs lee , g wiederhold 1994.0",,"the vldb journal the international journal on very large & hellip ; ,",,2920
563,33562,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,33562,computational aspects of resilient data extraction from semistructured sources ( extended abstract ),"h davulcu , g yang , m kifer , iv ramakrishnan","proceedings of the nineteenth acm sigmod-sigact-sigart & hellip ; ,",2000.0,2921
563,58023,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,58023,extracting local schema from semistructured data based on graph-oriented semantic model,"w tengjiao , t shiwei , y dongqing , liu yunfeng , lin","è ® ¡ ç ® ? æ?ºç § ? å ¦ æ ?? æ ? ¯ å ¦ æ ? ¥ ( è ? ± æ ?? ç ?? ) ,",2001.0,2922
1148,58023,0,1148,extracting schema from semistructured data,"s nestorov , s abiteboul , r motwani",sigmod conference,1998.0,58023,extracting local schema from semistructured data based on graph-oriented semantic model,"w tengjiao , t shiwei , y dongqing , liu yunfeng , lin","è ® ¡ ç ® ? æ?ºç § ? å ¦ æ ?? æ ? ¯ å ¦ æ ? ¥ ( è ? ± æ ?? ç ?? ) ,",2001.0,2923
212,58023,0,212,"extracting structured data from web pages a arasu , h garcia-molina sigmod conference 2003",,,,58023,extracting local schema from semistructured data based on graph-oriented semantic model,"w tengjiao , t shiwei , y dongqing , liu yunfeng , lin","è ® ¡ ç ® ? æ?ºç § ? å ¦ æ ?? æ ? ¯ å ¦ æ ? ¥ ( è ? ± æ ?? ç ?? ) ,",2001.0,2924
563,47874,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,47874,"garbage collection in object-oriented databases using transactional cyclic reference counting p roy , s seshadri , a silberschatz , s sudarshan , s the vldb journal the international journal on very large & hellip ; , 1998.0",,,,2925
1583,47874,0,1583,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases r braumandl , j clauпen , a kemper vldb 1998",,,,47874,"garbage collection in object-oriented databases using transactional cyclic reference counting p roy , s seshadri , a silberschatz , s sudarshan , s the vldb journal the international journal on very large & hellip ; , 1998.0",,,,2926
1697,47874,1,1697,garbage collection in object oriented databases using transactional cyclic reference counting vldb,"s ashwin , p roy , s seshadri , a silberschatz , s sudarshan",,1997.0,47874,"garbage collection in object-oriented databases using transactional cyclic reference counting p roy , s seshadri , a silberschatz , s sudarshan , s the vldb journal the international journal on very large & hellip ; , 1998.0",,,,2927
563,24963,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2928
1583,24963,0,1583,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases r braumandl , j clauпen , a kemper vldb 1998",,,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2929
1049,24963,0,1049,"the ccube constraint object-oriented database system a brodsky , v segal , j chen , p exarkhopoulo",,sigmod conference,1999.0,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2930
562,24963,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2931
632,24963,0,632,repositories and object oriented databases sigmod record 1998,p bernstein,,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2932
2564,24963,0,2564,index configuration in object-oriented databases 1994,e bertino,vldb j.,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2933
2338,24963,0,2338,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2934
2300,24963,0,2300,"a taxonomy for secure object-oriented databases m olivier , s solms 1994",,acm trans . database syst .,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2935
2432,24963,0,2432,"exact : an extensible approach to active object-oriented databases o dэaz , a jaime",,vldb j.,1997.0,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2936
1518,24963,0,1518,static detection of security flaws in object-oriented databases 1996,k tajima,sigmod conference,,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2937
1292,24963,0,1292,research directions in biodiversity informatics j schnase,,vldb,2000.0,24963,"research directions in object-oriented databases proc . of the 9th acm sigact-sigmod-sigart symposium on & hellip ; ,",w kim,,,2938
563,22136,0,563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2939
562,22136,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2940
2564,22136,0,2564,index configuration in object-oriented databases 1994,e bertino,vldb j.,,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2941
1981,22136,0,1981,a cost model for clustered object-oriented databases vldb,"g gardarin , j gruser , z tang",,1995.0,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2942
2338,22136,0,2338,"a logical foundation for deductive object-oriented databases m liu , g dobbie , t ling acm trans . database syst . 2002",,,,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2943
2300,22136,0,2300,"a taxonomy for secure object-oriented databases m olivier , s solms 1994",,acm trans . database syst .,,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2944
2288,22136,0,2288,cost-driven vertical class partitioning for methods in object oriented databases vldb j.,"c fung , k karlapalem , q li",,2003.0,22136,cost-based selection of path expression in object-oriented databases proc . 22nd international conference on very large data bases,"g gardarin , j gruser , z tang",,,2945
2208,55822,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2946
657,55822,0,657,"unisql 's next-generation object-relational database management system a d'andrea , p janus sigmod record",,,1996.0,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2947
1840,55822,0,1840,the ores temporal database management system sigmod conference,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",,1994.0,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2948
1944,55822,0,1944,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003.0,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2949
713,55822,0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2950
842,55822,0,842,temporal database system implementations m bіhlen sigmod record,,,1995.0,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2951
659,55822,0,659,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2952
944,55822,0,944,"dynamat : a dynamic view management system for data warehouses y kotidis , n roussopoulos sigmod conference 1999",,,,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2953
2272,55822,0,2272,"semantics for update rule programs and implementations in a relational database management system l raschid , j lobo 1996",,acm trans . database syst .,,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2954
1749,55822,0,1749,implementation of magic-sets in a relational database system 1994,"i mumick , h pirahesh",sigmod conference,,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2955
1949,55822,0,1949,the structured information manager : a database system for sgml documents vldb 1996,r sacks-davis,,,55822,"an annotation management system for relational databases proceedings of the international conference on very large & hellip ; , 2004.0","d bhagwat , l chiticariu , wc tan , g vijayvargiya",,,2956
2208,28180,1,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2957
277,28180,0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2958
1082,28180,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2959
2125,28180,0,2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2960
2457,28180,0,2457,"watermarking relational data : framework , algorithms and analysis r agrawal , p haas , j kiernan vldb j.",,,2003.0,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2961
562,28180,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2962
1350,28180,0,1350,"managing intervals efficiently in object-relational databases h kriegel , m pіtke , t seidl",,vldb,2000.0,28180,"watermarking relational databases r agrawal , j kiernan 2002.0",,"vldb ,",,2963
2208,56256,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2964
277,56256,0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2965
1082,56256,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2966
2249,56256,0,2249,declarative updates of relational databases w chen acm trans . database syst .,,,1995.0,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2967
2457,56256,0,2457,"watermarking relational data : framework , algorithms and analysis r agrawal , p haas , j kiernan vldb j.",,,2003.0,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2968
562,56256,0,562,converting relational to object-oriented databases sigmod record 1997,j fong,,,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2969
1350,56256,0,1350,"managing intervals efficiently in object-relational databases h kriegel , m pіtke , t seidl",,vldb,2000.0,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2970
1986,56256,0,1986,"querying multiple features of groups in relational databases d chatziantoniou , k ross 1996",,vldb,,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2971
468,56256,0,468,dbxplorer : enabling keyword search over relational databases 2002,"s agrawal , s chaudhuri , g das",sigmod conference,,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2972
1456,56256,0,1456,accessing relational databases from the world wide web sigmod conference 1996,"t nguyen , v srinivasan",,,56256,watermarking relational databases i ndiana : the center for education and research in information,"r sion , m atallah , s prabhakarl",,,2973
2208,28746,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,28746,"missing information ( applicable and inapplicable ) in relational databases ef codd acm sigmod record , 1986.0",,,,2974
1082,28746,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,28746,"missing information ( applicable and inapplicable ) in relational databases ef codd acm sigmod record , 1986.0",,,,2975
2161,28746,0,2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",,,2002.0,28746,"missing information ( applicable and inapplicable ) in relational databases ef codd acm sigmod record , 1986.0",,,,2976
2208,63588,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2977
277,63588,0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2978
1082,63588,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2979
2249,63588,0,2249,declarative updates of relational databases w chen acm trans . database syst .,,,1995.0,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2980
1986,63588,0,1986,"querying multiple features of groups in relational databases d chatziantoniou , k ross 1996",,vldb,,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2981
1456,63588,0,1456,accessing relational databases from the world wide web sigmod conference 1996,"t nguyen , v srinivasan",,,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2982
2310,63588,0,2310,formal query languages for secure relational databases acm trans . database syst .,"m winslett , k smith , x qian",,1994.0,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2983
2318,63588,0,2318,improving database design through the analysis of relationships acm trans . database syst .,"d dey , v storey , t barron",,1999.0,63588,"the design of relational databases h mannila , kj rã $ ihã $ 1992.0",,,,2984
2208,52875,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,52875,query-preserving watermarking of relational databases and xml documents d gross-amblard,,,,2985
1082,52875,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,52875,query-preserving watermarking of relational databases and xml documents d gross-amblard,,,,2986
1986,52875,0,1986,"querying multiple features of groups in relational databases d chatziantoniou , k ross 1996",,vldb,,52875,query-preserving watermarking of relational databases and xml documents d gross-amblard,,,,2987
182,52875,0,182,a general techniques for querying xml documents using a relational database system 2001,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,,52875,query-preserving watermarking of relational databases and xml documents d gross-amblard,,,,2988
2489,52875,0,2489,efficiently publishing relational data as xml documents vldb j.,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",,2001.0,52875,query-preserving watermarking of relational databases and xml documents d gross-amblard,,,,2989
1051,52875,0,1051,querying xml views of relational data vldb,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",,2001.0,52875,query-preserving watermarking of relational databases and xml documents d gross-amblard,,,,2990
2208,40102,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2991
713,40102,0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2992
277,40102,0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2993
1082,40102,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2994
2125,40102,0,2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2995
2161,40102,0,2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",,,2002.0,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2996
1986,40102,0,1986,"querying multiple features of groups in relational databases d chatziantoniou , k ross 1996",,vldb,,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2997
2005,40102,0,2005,"supporting top-k join queries in relational databases i ilyas , w aref , a elmagarmid 2003",,vldb,,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2998
2204,40102,0,2204,incorporating xsl processing into database engines g moerkotte 2002,,vldb,,40102,"incorporating computed relations in relational databases d maier , ds warren",,,,2999
2208,46916,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3000
526,46916,0,526,storing and querying ordered xml using a relational database system sigmod conference,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3001
1082,46916,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3002
2005,46916,0,2005,"supporting top-k join queries in relational databases i ilyas , w aref , a elmagarmid 2003",,vldb,,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3003
182,46916,0,182,a general techniques for querying xml documents using a relational database system 2001,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3004
2310,46916,0,2310,formal query languages for secure relational databases acm trans . database syst .,"m winslett , k smith , x qian",,1994.0,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3005
1051,46916,0,1051,querying xml views of relational data vldb,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",,2001.0,46916,storing and querying xml data using denormalized relational databases,"a balmin , y papakonstantinou","the vldb journal the international journal on very large & hellip ; ,",2005.0,3006
2208,22336,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3007
713,22336,0,713,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3008
277,22336,0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3009
1082,22336,0,1082,storage and retrieval of xml data using relational databases,,,2001.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3010
2125,22336,0,2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3011
2161,22336,0,2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",,,2002.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3012
2310,22336,0,2310,formal query languages for secure relational databases acm trans . database syst .,"m winslett , k smith , x qian",,1994.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3013
787,22336,0,787,closest pair queries in spatial databases sigmod conference 2000,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",,,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3014
906,22336,0,906,preference formulas in relational queries,j chomicki,acm trans . database syst .,2003.0,22336,subset queries in relational databases,"sr valluri , k karlapalem",,,3015
2208,6889,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,6889,"nulls in relational databases : revised r kocharekar acm sigmod record ,",,,1989.0,3016
2249,6889,0,2249,declarative updates of relational databases w chen acm trans . database syst .,,,1995.0,6889,"nulls in relational databases : revised r kocharekar acm sigmod record ,",,,1989.0,3017
2125,6889,0,2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,6889,"nulls in relational databases : revised r kocharekar acm sigmod record ,",,,1989.0,3018
2161,6889,0,2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",,,2002.0,6889,"nulls in relational databases : revised r kocharekar acm sigmod record ,",,,1989.0,3019
2005,6889,0,2005,"supporting top-k join queries in relational databases i ilyas , w aref , a elmagarmid 2003",,vldb,,6889,"nulls in relational databases : revised r kocharekar acm sigmod record ,",,,1989.0,3020
2208,9403,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,9403,indefinite and maybe information in relational databases kclr sunderraman,,"acm transactions on database systems ,",,3021
2161,9403,0,2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",,,2002.0,9403,indefinite and maybe information in relational databases kclr sunderraman,,"acm transactions on database systems ,",,3022
2208,33055,0,2208,"watermarking relational databases r agrawal , j kiernan",,vldb,2002.0,33055,keyword search in relational databases dp sokol,,,,3023
277,33055,0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,33055,keyword search in relational databases dp sokol,,,,3024
2125,33055,0,2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,,33055,keyword search in relational databases dp sokol,,,,3025
