index,id,title,manufacturer,price,source,entity_id
984,2632,daylite v3 .0 marketcircle ( mac 10.4 or later ),,149.0,1,286
640,1010,roxio easy media creator 9,roxio,99.95,0,287
987,2379,roxio easy media creator 9 suite software for windows authoring software,,98.95,1,287
645,1096,apple remote desktop 2.2 10 client ( old version ),apple,299.0,0,288
995,2460,apple software m9953z/a remote desktop 2.2 10 client,apple software,294.99,1,288
1415,1351,apple software m9953z/a remote desktop 2.2 10 client,apple software,294.99,1,288
646,437,aircraft power pack for ms flight simulator,red mile,29.99,0,289
996,2211,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp,,27.97,1,289
648,1280,national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000,abacus,19.99,0,290
998,482,abacus national parks enhanced scenery,,17.55,1,290
383,887,hoyle bridge club,encore,29.95,0,291
1000,2541,encore software 11230 hoyle bridge club win 2000 xp,,26.97,1,291
649,796,ulead videostudio 11,corel,89.99,0,292
1002,2181,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,89.95,1,292
652,41,imsi turbocad designer v. 11,imsi,39.99,0,293
1006,2043,imsi turbocad designer 11,,12.9,1,293
654,756,44 years of the fantastic four,git corp,49.99,0,294
1009,341,git 44 years of marvel fantastic 4 dvd-rom,,42.99,1,294
659,1226,calculation skills v1 add & sub basic core learning,sos-aggregation-company,,0,295
1017,503,sos aggregation company calculation skills v1 add & sub basic core learning,sos-aggregation-company,15.91,1,295
661,163,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,0,296
1019,1486,hallmark half-fold matte prem . blank greeting cards ( 20 pack ) ( paper ),,10.99,1,296
1821,3096,hallmark blank greeting cards half-fold matte premium 20 count ( 2050xf ),,14.39,1,296
662,1350,train sim modeler design studio,abacus,39.99,0,297
1020,595,abacus train sim modeler,,29.84,1,297
664,704,ilisten with headset microphone 1.7,csdc,,0,298
1026,407,macspeech ilisten with headset and microphone,,149.99,1,298
665,434,upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8,enfocus software,499.0,0,299
1027,2233,enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac,enfocus,471.99,1,299
666,1192,mcafee virusscan plus 3 user,mcafee,59.99,0,300
1030,574,mcafee inc mcafee virusscan plus sub 1:1 3u mb en,,56.38,1,300
669,1197,finale 2007 academic ( win/mac ),emedia,350.0,0,301
1032,575,makemusic finale 2007 academic create edit and print sheet music,,269.0,1,301
429,675,art explosion 600 000 images,nova development,79.99,0,302
1033,258,nova development corp art explosion 600000 images,,72.86,1,302
670,712,spongebob squarepants typing 2008 win/mac,encore software,19.95,0,303
1035,401,encore inc spongebob squarepants typing fun,,17.1,1,303
671,682,mozy 3.0,simply-put-software-llc,,0,304
1038,272,simply put software llc mozy 3.0,simply-put-software-llc,43.3,1,304
673,793,hoyle south beach solitaire,encore,9.99,0,305
1041,2570,encore software 11930 hoyle south beach solitaire win 98 me 2000 xp,,7.69,1,305
674,692,sunset boulevard,yamaha,31.95,0,306
1042,425,mike garson andrew lloyd webber andrew lloyd webber favorites featuring sunset boulevard,,23.59,1,306
675,360,fun for kids : preschool kindergarten featuring disney,topics entertainment,29.99,0,307
1043,2856,fun for kids featuring disney preschool to kindergarten topics,,29.99,1,307
676,1263,photoedit 2 ( mac ),macware,29.99,0,308
1044,458,summitsoft corp photoedit 2,,26.14,1,308
677,698,morpheus photo animation suite,smith-micro-software-inc .,49.99,0,309
1045,414,allume morpheus photo animation suite,smith-micro-software-inc .,41.99,1,309
679,411,podmaxx '07,bling,29.99,0,310
1047,2872,podmaxx '07 eb carlson,,29.99,1,310
680,1067,evergirl,thq,14.99,0,311
1048,12,evergirl : pc cd-rom video game,,14.99,1,311
681,529,zoo tycoon 2 : marine mania expansion,microsoft,19.99,0,312
1049,1600,zoo tycoon for windows,,25.99,1,312
683,123,master server-upg,novastor corporation,,0,313
1051,1740,master server-upg,,174.99,1,313
485,91,iriscard pro business card scanner,iris,199.99,0,314
1055,1681,iris card pro,navarre distribution services,198.87,1,314
1056,1644,iriscard pro,,174.99,1,314
687,785,jewels of cleopatra,encore software,19.95,0,315
1058,2576,encore software 11861 jewels of cleopatra win xp vista,,18.97,1,315
689,450,x-oom mp3 radio recorder windows ),x-oom,,0,316
1059,2138,mp3 radio recorder for ipod,,22.9,1,316
688,414,web radio recorder,magix entertainment,,0,317
1060,2875,magix webradio recorder ( pc ) magix entertainment,,24.99,1,317
692,1079,tropico 2 : pirate cove ( mac ),destineer inc,29.99,0,318
1064,997,destineer tropico 2 : pirate cove,,29.99,1,318
695,1211,enteractive fps creator windows ),enteractive inc. .,,0,319
1066,547,enteractive inc fps creator,,44.58,1,319
696,1239,close quarters conflict,groove media,19.99,0,320
1067,505,groove media inc close quarters conflict,,16.37,1,320
697,1237,dvo cook 'n deluxe 6.0 ultimate recipe organizer,dvo enterprises,39.99,0,321
1068,509,dvo enterprises inc. cookn deluxe 6.0,,34.99,1,321
702,39,x-oom movie clone 3 gold,x-oom,,0,322
1075,2052,xoom movie clone 3 gold,,22.9,1,322
703,673,bryce 6,re : launch,109.95,0,323
1076,255,re : launch bryce 6,,94.94,1,323
559,1120,caillou ready for school ( pc & mac ),brighter-minds-media-inc .,19.99,0,324
1077,942,caillou ready for school by brighter minds,brighter-minds-media-inc .,19.99,1,324
560,1338,weekly reader mastering high school 2008,fogware publishing,29.99,0,325
1078,650,fogware publishing weekly reader ls mastering high school 2008,,24.91,1,325
705,1202,caillou magical adventures,brighter-minds-media-inc .,19.99,0,326
1079,584,caillou magical adventures by brighter minds,brighter-minds-media-inc .,19.99,1,326
706,1031,singleclick network now ! pro,encore software,39.99,0,327
1080,763,encore software 10392 network now ! pro ( win 98 me 2000 xp ),,34.97,1,327
1715,2857,network now ! pro ( pc ) encore,,39.99,1,327
707,1200,true crime streets of la ( mac ),aspyr media,19.99,0,328
1081,579,aspyr media inc true crime : streets of la,,19.07,1,328
442,1285,black & white platinum pack ( mac ),feral interactive,29.99,0,329
1082,497,feral interactive limited black & white platinum pack,,27.37,1,329
709,358,perfect attorney premium,cosmi corporation,39.99,0,330
1087,2838,perfect attorney premium ( pc ) cosmi,,29.99,1,330
711,1088,suitcase fusion 1u box,extensis,,0,331
1088,975,extensis suitcase fusion 1u box,,99.99,1,331
712,460,snap ! 8 player poker 5 pack,topics entertainment,29.06,0,332
1089,2512,topics entertainment cs-50613 snap ! 8 player poker 5 pack,,18.99,1,332
714,573,coreldraw graphics suite x3 upgrade,corel,179.0,0,333
1092,2634,coreldraw graphics suite x3 upgrade ( win 98 me nt 2000 xp vista ),,179.0,1,333
1568,1646,coreldraw graphics suite x3 upgrade windows,,184.5,1,333
715,1247,audio success series : winning strategies,topics entertainment,,0,334
1093,516,topics entertainment audio success series : winning strategies,,31.06,1,334
716,57,museums of the world,topics entertainment,19.99,0,335
1094,2101,topics presents : museums of world,,12.9,1,335
717,446,topics presents : ancient civilizations ( 4 cd set ),topics entertainment,29.99,0,336
1095,2155,topics presents : ancient civilizations,,12.9,1,336
718,31,dinosaurs,topics entertainment,19.99,0,337
1096,2006,topics presents : dinosaurs,,12.9,1,337
719,442,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),microsoft licenses,4215.77,0,338
1097,2180,microsoft u02-00024 open sa biztalk hipaa accltr nt 1p,,2335.47,1,338
720,308,virusbarrier x4 10.4 for mac-10 users,intego,329.95,0,339
1098,3098,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u ),,316.75,1,339
722,525,corel painter x win/mac,corel,429.0,0,340
1099,237,corel painter x,,395.99,1,340
723,464,ae painter v9 win/mac box,corel corp,166.19,0,341
1101,2494,corel corporation ptr9engpcma ae painter ix win/mac,,89.99,1,341
725,10,paper art : gift wrapping,arc-media-inc .,,0,342
1104,1953,paper art volume 2 : gift wrapping,arc-media-inc .,6.95,1,342
726,835,handmark oxford american desk dictionary and thesaurus,handmark inc. .,,0,343
1105,2914,palmspring software 523 oxford american desk dictionary,palmspring software,24.2,1,343
727,468,treasure mathstorm,the-learning-company,29.99,0,344
1106,2134,treasure mathstorm,the-learning-company,9.9,1,344
728,836,i love the usa,global-software-publishing,9.99,0,345
1107,2893,global software a1055 i love the usa,global software,11.99,1,345
1709,2700,global software a1055 i love the usa,global-software-publishing,11.99,1,345
729,693,kakuro puzzle addict unlimited edition,global-software-publishing,9.99,0,346
1109,2782,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie,global-software-publishing,8.79,1,346
730,963,synet pc sharing kit ( w/17ft usb ext.cable ),synet-electronics-inc .,,0,347
1112,869,synet electronics inc. synet pc sharing kit ( w/17ft usb ext.cable ),synet-electronics-inc .,26.14,1,347
733,817,macjournal v4 ( mac ),csdc,39.95,0,348
1115,400,mariner macjournal 4 journal blog podcast software,,38.99,1,348
1116,2675,mariner software macjournal v4,,39.99,1,348
735,1039,who wants to be a millionaire ?,encore,9.95,0,349
1119,766,encore software 11670 who wants to be a millionaire ? win xp 2000,,7.69,1,349
736,28,gen-x media made easy vol . 3,gen-x,49.95,0,350
1120,2000,media made easy volume 3,,24.9,1,350
737,1319,video patrol 5.0 by honest technology,global-marketing-partners,50.86,0,351
1121,683,global marketing partners video patrol 5.0 honest technology,global-marketing-partners,25.2,1,351
739,721,backpack journalist,honest technology,79.99,0,352
1122,447,global marketing partners backpack journalist honest technology,,83.27,1,352
738,1278,easy video editor 2.0 by honest technology,global-marketing-partners,50.88,0,353
1124,477,global marketing partners easy video editor 2.0 honest technology,global-marketing-partners,25.21,1,353
740,708,alliance future combat,strategy first,19.99,0,354
1125,404,strategy first inc. alliance future combat,,16.37,1,354
741,629,soho labels & envelopes chronos l.c.,chronos,29.99,0,355
1126,275,chronos soho labels and envelopes,,29.99,1,355
747,165,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard,,0,356
1133,1503,hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd,,1888.39,1,356
749,449,boomerang webpage designer gold,boomerang,,0,357
1137,2149,web page designer gold,,36.9,1,357
396,1253,reel deal casino shuffle master edition,phantom efx,19.99,0,358
1139,532,phantom efx reel deal casino shuffle master edition,,17.24,1,358
750,795,ca arcserve bkup r11 .5 win client vss software snap-shot - prod only,computer associates,,0,359
1140,2594,computer associates babwbr1151s33 brightstor arcserve backup client for vss software snap-shot v. 11.5 for windows with service pack 1 add-on backup & recovery 1 server ( s ) complete product standard multilingual pc,,799.97,1,359
751,949,leave the lights on ( mac ),aspyr media,9.99,0,360
1141,890,aspyr leave the lights on-bundle,,29.99,1,360
753,1163,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,49.99,0,361
1143,909,allume spring cleaning 9.0,,45.99,1,361
755,725,omniweb 5.0,omni group,29.99,0,362
1145,440,omni web 5.0,,23.99,1,362
756,311,axis network camera 213 ptz digital video camera 0220-004 ),axis-communication-inc .,,0,363
1146,3104,axis network camera 213 ptz digital video camera 0220-004 ( 0220-004 ),axis-communication-inc .,1420.79,1,363
757,489,flyboys squadron mac,ientertainment,29.99,0,364
1147,2422,flyboys squadron mac,,24.99,1,364
758,983,cook 'n low fat,dvo enterprises,19.99,0,365
1148,821,dvo enterprises inc. cookn low fat,,17.55,1,365
760,494,webobjects 5.2,apple,699.95,0,366
1151,810,apple software m8789z/a webobjects 5.2,apple software,648.99,1,366
1152,1370,apple web objects 5.2 software apple & mac software,,689.95,1,366
762,1314,return to castle wolfenstein ( mac ),aspyr media,29.99,0,367
1154,654,aspyr media inc return to castle wolfenstein,,19.07,1,367
1813,971,aspyr return to castle wolfenstein,,30.99,1,367
764,1265,3 great games for guys,dreamcatcher interactive,29.99,0,368
1156,470,dreamcatcher interactive 3 great games for guys,,26.14,1,368
766,684,route 66 route canada ( french ),csdc,,0,369
1158,244,csdc route 66 route canada ( french ),,35.98,1,369
768,1073,backyard sports backyard basketball and backyard football,humongous entertainment,19.99,0,370
1161,990,brighter minds backyard sports,,19.99,1,370
769,1228,learn to play chess with fritz and chesster ( mac ),viva media,29.99,0,371
1164,500,viva media llc learn to play chess with fritz & chesster,,26.14,1,371
770,1327,great invasions,strategy first,39.99,0,372
1165,643,strategy first inc. great invasions,,34.07,1,372
771,495,serious magic ultra2 master sets library 2 windows ),serious magic,276.5,0,373
1167,2246,serious magic ultra master sets library 1 effects software,,339.95,1,373
774,794,monopoly 3,encore,9.99,0,374
1170,709,encore inc monopoly 3,,7.17,1,374
777,507,raster design 2006 essentials,autodesk psg,59.95,0,375
1173,1490,autodesk 34006-010008-160 raster design 2006 essentials,autodesk,52.99,1,375
779,1125,adobe solution expert support,adobe,299.0,0,376
1175,1676,adobe 09951404 solution expert annu all,adobe,233.99,1,376
783,1144,play music together mac,iplaymusic,39.99,0,377
1180,931,play music together dvd by iplaymusic mac,,32.99,1,377
785,583,roxio popcorn 2 ( mac ),roxio,49.95,0,378
1182,149,roxio popcorn 2 video conversion software,,44.99,1,378
1458,2194,roxio popcorn 2 software for mac av production software,,49.95,1,378
786,245,dora the explorer : dora 's world adventures,activision,19.99,0,379
1184,144,dora the explorer : dora world adventures pc cd-rom,,19.99,1,379
789,651,vuvideo anywhere for your ipod,abacus software,29.95,0,380
1187,317,abacus vuvideo anywhere for your ipod,,26.14,1,380
790,126,oxford spanish dictionary,oxford-university-press,19.95,0,381
1188,1820,pop up oxford spanish / english dict,oxford-university-press,13.95,1,381
793,373,magellan mapsend lakes ( usa south ),magellan,114.66,0,382
1192,2805,magellan mapsend lakes usa south,,99.95,1,382
794,893,starship troopers/first to fight bundle,destineer,19.95,0,383
1193,156,destineer publishing coporation starship troopers/first to fight bundle,,15.08,1,383
795,1165,chronos stickybrain 3.0 ( mac ),chronos l.c.,34.99,0,384
1194,908,chronos stickybrain 3.0,,39.99,1,384
800,637,mah jong quest,united developers,,0,385
1200,325,macplay mah jong quest,,22.99,1,385
801,1233,audio success suite edition : sales success,topics entertainment,19.95,0,386
1201,513,topics entertainment audio success suite edition : sales success,,12.05,1,386
802,117,hidden expedition : titanic,activision,19.99,0,387
1202,1790,hidden expedition : titanic,,15.5,1,387
805,461,alien disco safari,encore,19.99,0,388
1205,2548,encore software 12510 alien disco safari win xp vista,,18.97,1,388
806,1298,ultra sudoku/ultra kakuro,abacus,29.95,0,389
1206,698,abacus ultra sudoku/ultra kakuro,,17.55,1,389
807,182,home bartending 101 shooters,arc-media-inc .,19.95,0,390
1207,1557,home bartending 101 shooters,arc-media-inc .,9.75,1,390
808,20,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ),,0,391
1208,1241,millies math house,ibm - ( aap-misc-parts ),9.9,1,391
810,1361,mediarecover,aladdin systems,29.99,0,392
1210,963,allume mediarecover,,32.99,1,392
1211,605,allume systems inc mediarecover,,26.14,1,392
811,1006,terror strike,encore,19.95,0,393
1213,796,encore software 14060 terror strike win 2000 xp,,18.97,1,393
813,1302,scrabble with bonus clue,encore,19.99,0,394
1215,745,encore software 11610 scrabble with bonus clue win 98 me 2000 xp,,18.97,1,394
814,1126,totally spies : total swamp romp ( pc & mac ),brighter-minds-media-inc .,19.99,0,395
1216,941,totally spies total swamp romp by brighter minds,brighter-minds-media-inc .,19.99,1,395
816,818,canopus 77010158100 let 's edit,canopus,99.0,0,396
1218,2683,canopus let 's edit video editing software win consumer video editing software,,99.95,1,396
819,962,gods & heroes : rome rising,sony-online-entertainment,49.99,0,397
1222,868,sony online entertainment gods & heroes rome rising,sony-online-entertainment,49.5,1,397
822,1346,visual thesaurus the thinkmap inc.,csdc,39.95,0,398
1225,604,csdc visual thesaurus the thinkmap inc.,,33.52,1,398
824,767,command and conquer generals deluxe dvd-rom ( mac ),aspyr media,59.99,0,399
1227,379,aspyr command and conquer generals deluxe mac,,55.99,1,399
825,1112,railroad tycoon 3 ( mac ),macsoft,19.99,0,400
1228,949,destineer railroad tycoon 3,,21.99,1,400
829,1218,civil air patrol : search & rescue,abacus,29.99,0,401
1231,555,abacus civil air patrol search & rescue,,26.14,1,401
831,166,equilibrium debabelizer pro 6.0 1 user,equilibrium,599.99,0,402
1233,1505,equilibrium debabelizer pro 6 0 win 1 u windows xp,,382.9,1,402
832,69,eastwest bsendorfer 290 grand piano virtual instrument,eastwest,199.95,0,403
1234,1576,east west bosendorfer 290,,175.97,1,403
834,189,upgrade delphi 2006 pro named fr delphi v3-2005 pro cd,borland international,,0,404
1236,1508,borland hdb0006wwcs180 upg delphi 2006 prof nmd f/del v3 2005 pro cd,,453.71,1,404
835,83,scratches : directors cut,got game,19.99,0,405
1237,1622,got game entertainment exclusive 00050 scratches : directors cut,,15.58,1,405
836,1356,sentinel : descendants in time,dreamcatcher interactive,19.99,0,406
1238,624,dreamcatcher interactive sentinel : descendants in time,,17.55,1,406
839,58,matchbox cross-town heroes,thq,19.99,0,407
1241,2113,matchbox cross town heros,,14.9,1,407
840,130,microsoft licenses sps extrnlconnnonemplyenglands c ( h3200034 ),microsoft licenses,101515.55,0,408
1242,1794,microsoft h32-00034 sps extrnlconnnonemplyengl & s c 805529073074,,55420.56,1,408
841,727,ibm viavoice advanced v. 10,nuance-communications-inc .,,0,409
1243,439,nuance communications inc. ibm viavoice advanced v. 10,nuance-communications-inc .,57.54,1,409
842,691,dk amazing animals 1.1,global-software-publishing,9.99,0,410
1244,2781,global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista,global-software-publishing,9.08,1,410
843,1007,wisdom of the bible holy land edition,hip interactive,29.99,0,411
1245,815,tri synergy inc wisdom of the bible holy land edition,,16.01,1,411
844,833,punch ! viacad 2d/3d,punch ! software,99.0,0,412
1246,2630,viacad 2d/3d ( win 2000 xp vista ),,99.95,1,412
845,969,talk now ! learn afrikaans beginning level,eurotalk,29.99,0,413
1247,837,topics entertainment talk now ! afrikaans beginners,,16.93,1,413
846,769,power director 3,avanquest-publishing-usa-inc .,79.95,0,414
1248,384,cyberlink power director 3,avanquest-publishing-usa-inc .,9.99,1,414
848,68,mom standard ops mgmt lic 2005 english mlp 5 oml,microsoft,,0,415
1250,1578,mom standard ops mgmt lic 2005 english mlp 5 oml,,889.99,1,415
850,1060,web.com site builder & hosting suite sb by web.com,encore software,49.99,0,416
1252,2051,encore software 10652 web.com site builder & hosting suite sb by web.com,,41.97,1,416
851,813,notetaker 1.5,aquaminds,69.99,0,417
1253,336,aquaminds notetaker,,62.99,1,417
852,1091,soundtrack 1.2,apple,199.99,0,418
1254,1401,apple software m9301z/b soundtrack v1 .2,apple software,199.0,1,418
1661,2779,apple software m9301z/b soundtrack v1 .2,apple software,199.0,1,418
853,37,my first bible stories,dorling-kindersley-multimedia - ( dk ),29.95,0,419
1255,2031,my first bible stories ( jc ),dorling-kindersley-multimedia - ( dk ),9.9,1,419
854,1155,istopmotion,navarre,39.95,0,420
1256,914,graphicsim istopmotion,,39.95,1,420
857,643,40 years of the avengers,git corp,49.99,0,421
1259,335,git 40 years of marvel avengers dvd-rom,,39.99,1,421
860,42,lavasoft ad-aware plus edition,tri synergy,29.99,0,422
1262,2068,lavasoft ad-aware plus edition,,24.9,1,422
861,1184,iview mediapro 2.5,global marketing,199.99,0,423
1263,563,iview mediapro 2.6 media management,,155.99,1,423
863,1297,quickverse sermon builder 4.0,findex.com inc,69.95,0,424
1265,689,findex.com inc sermon builder 4.0,,43.33,1,424
864,1315,solitaire antics deluxe,masque publishing,,0,425
1266,656,masque publishing solitaire antics deluxe,,8.46,1,425
867,1357,photostory on cd & dvd 5,magix entertainment,19.99,0,426
1269,614,magix entertainment corp. photostory on cd & dvd 5,,17.55,1,426
870,603,apple aperture 1.5,apple,299.0,0,427
1271,259,apple aperture v 1.5 photo editing,,299.99,1,427
871,552,corel snapfire plus [ ignite photo fun ],corel,39.99,0,428
1272,541,corel corporation corel snapfire plus,,37.2,1,428
872,921,the little mermaid/beauty and the beast,yamaha,34.95,0,429
1273,177,phillip keveren disney 's the little mermaid/beauty and the beast,,23.59,1,429
873,1312,sales skills 2.0 ages 10 +,victory multimedia,19.95,0,430
1274,665,simply magazine sales skills,,3.1,1,430
874,1288,city of heroes good vs. evil edition,nc soft,29.99,0,431
1275,493,nc interactive inc city of heroes : good vs. evil edition,,29.84,1,431
875,1100,poser 7 win 2000 xp mac os 10.4 & up,aladdin systems,199.99,0,432
1276,2365,poser 7 ( win 2000 xp/mac 10.4 or higher ub ),,199.99,1,432
876,1107,pitstop pro 7.0,enfocus software,699.0,0,433
1277,2016,enfocus software pp7.0-sg-001 pitstop pro 7.0,,558.97,1,433
878,164,sea scene : living underwater worlds ( jewel case ),valusoft,9.99,0,434
1279,1487,sea scene : living underwater worlds,,19.55,1,434
880,75,epson storyteller photo book creator 8 x 10 ( 20 pages ),epson,29.99,0,435
1281,1594,epson s041886 story teller 8 x 10 20 pages,,32.91,1,435
1282,1921,epson s041886 epson epson storyteller photo book creator w / 8in x 10in book with 20 pages complete package 1 user std win,,23.61,1,435
882,1156,pro digital frame bundle 1u,onone software,99.95,0,436
1284,2124,onone software inc. pfb-10211 pro digital frame bundle 1u,,92.97,1,436
883,612,corel ventura 10 dvd,corel,699.0,0,437
1285,2299,ventura 10 dvd,,662.5,1,437
884,491,hollywood volume 1,yamaha,31.95,0,438
1286,2427,phillip keveren 501056 hollywood volume 1,,23.59,1,438
885,1047,game of life jc,encore,9.99,0,439
1287,747,encore software 11750 game of life win 95 98,,7.69,1,439
887,1194,roxio toast 8 titanium,roxio,99.95,0,440
1289,573,roxio toast 8 titanium cdr software,,82.99,1,440
889,1291,big tiny little a tiny little christmas,yamaha,34.95,0,441
1291,701,big tiny little big tiny little a tiny little christmas,,23.59,1,441
891,926,pc hoyle jewels : swap & drop it,encore software,9.99,0,442
1293,2554,encore software 10662 hoyle jewels : swap & drop win 98 me 2000 xp,,7.69,1,442
894,1040,encore the big box of art 410 000 460001 ),encore software,19.99,0,443
1296,2350,encore software 460001 the big box of art 410000 95/98/me / nt4/w2k/xp ( win 95 98 me nt 2000 xp ),,17.97,1,443
899,1213,money home & business 2007 win32 eng na mini box us only cd,microsoft,139.43,0,444
1297,2837,microsoft money 2007 home and business ( pc ),,89.99,1,444
22,547,microsoft outlook 2007,microsoft,109.95,0,445
75,2877,microsoft office outlook 2007,,109.95,1,445
905,559,adobe dreamweaver cs3 [ mac ],adobe,399.0,0,446
56,326,adobe dreamweaver cs3,,415.99,1,446
906,1262,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,0,447
1305,192,adobe cs3 flash professional upgrade,,205.99,1,447
914,558,instant immersion spanish 2.0,topics entertainment,29.99,0,448
1318,2851,instant immersion spanish 2.0 topics,,19.99,1,448
915,176,instant immersion japanese ( audio book ),topics entertainment,,0,449
511,1475,instant immersion japanese ( audio book ) ( audio book ),,19.95,1,449
194,762,i transfer dvds 2 ipod edition ( win/mac ),me-too-software,29.99,0,450
235,396,me too software i transfer dvds 2 ipod,me-too-software,29.99,1,450
79,594,corel wordperfect office x3 professional edition,corel,399.99,0,451
69,606,corel corporation corel wordperfect office x3 pro dvd,,369.09,1,451
53,866,system care professional,avanquest,49.95,0,452
186,203,avanquest usa llc system care professional,,43.32,1,452
922,431,microsoft windows server 2003 client additional license for devices 5 pack,microsoft,209.0,0,453
78,3109,microsoft windows server 2003 client additional license for devices 5 pack ( 823930 ),,158.39,1,453
214,532,quickbooks pro 2007 for mac ( mac ),intuit,199.95,0,454
1350,922,intuit quickbooks pro 2007 for mac,,185.99,1,454
252,577,quicken 2007 home & business,intuit,89.95,0,455
1353,2146,intuit quicken home and business 2007 software for windows tax & finance software,,89.95,1,455
60,186,learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,0,456
1361,1518,learn2 training for microsoft powerpoint ( win 95 98 me nt 2000 xp ),topics-entertainment-software - ( consignment ),9.99,1,456
929,1191,sims 2 glamour life stuff pack,aspyr media,24.99,0,457
1364,567,aspyr media inc sims 2 glamour life stuff pack,,23.44,1,457
930,1030,final draft av 2.5 win/mac,final draft,199.99,0,458
267,2320,final-draft final draft av 2.5 screenwriting software mac/win screen writing software,,199.95,1,458
204,1185,3d home architect landscape design deluxe version 9,encore,29.99,0,459
1369,562,encore inc 3d home architect landscape design deluxe v 9.0,,25.49,1,459
925,779,3d home architect landscape v. 8 by encore software,encore software,39.99,0,460
1371,2587,3d home architect landscape v. 8by encore software,,26.36,1,460
336,346,mcafee internet security suite 2007 3 users,mcafee,89.99,0,461
629,2865,mcafee internet security suite 2007 3-user ( pc ),,89.99,1,461
205,310,instant architect design suite,imsi design,29.99,0,462
423,3103,instant architect design suite ( 00ids510cc ),,28.79,1,462
934,81,passwords plus 1.0,dataviz,29.99,0,463
1380,1592,passwords plus v. 1.0 complete package,,28.5,1,463
247,510,reader rabbit learning system 1st grade,encore software,29.99,0,464
398,2056,reader rabbit 1st grade,,17.9,1,464
578,22,musicalis guitar workshop,global-software-publishing,9.99,0,465
1389,1435,musicalis universal guitar workshop,global-software-publishing,12.9,1,465
518,997,mac os x server v10 .4.7 unlimited client,apple,999.0,0,466
380,2255,apple mac os x server tiger unlimited apple & mac software,,998.95,1,466
364,1303,scrabble complete ( jewel case ),encore,9.99,0,467
1391,743,encore software 11290 scrabble complete win 98 me xp,,7.69,1,467
937,798,hoyle solitaire ( jewel case ),encore,9.99,0,468
1040,671,encore inc hoyle solitaire,,7.83,1,468
109,501,microsoft digital image suite plus [ lb ],microsoft software,129.95,0,469
134,808,microsoft digital image suite plus full version of photo editing software for windows .,,89.95,1,469
186,1308,intuit quicken home inventory manager windows,intuit,34.95,0,470
1399,713,intuit inc quicken home inventory manager,,29.78,1,470
946,845,iplaymusic beginner guitar lessons for the mac and ipod,iplaymusic,49.99,0,471
1410,180,iplaymusic beginner guitar lessons mac,,44.95,1,471
947,641,sims 2 nightlife expansion pack,aspyr media,34.99,0,472
1412,333,aspyr sims 2 nightlife expansion pack,,35.99,1,472
948,477,mindjet mindmanager 7 mac single license,mindjet,129.0,0,473
956,2466,mindjet inc. mm7m mindjet mindmanager 7 mac single user w/wmedia,,112.97,1,473
950,877,timbuktu remote control softwre 1 license for mac os,netopia,,0,474
1413,195,netopia timbuktu pro for mac single license,,97.99,1,474
951,896,reel deal slots mystic forest,phantom efx,19.95,0,475
558,159,phantom efx reel deal slots mystic forest,,17.24,1,475
952,591,apple iwork '06 family pack ( mac dvd ) [ older version ],apple,99.0,0,476
1416,2176,apple iwork '06 family pack software apple & mac software,,99.0,1,476
483,404,cosmi rom07524 print perfect business cards dvd,cosmi,,0,477
768,2890,print perfect business cards dvd ( pc ) cosmi,,29.99,1,477
634,1099,webroot spysweeper antispyware 3 user,webroot software,39.99,0,478
975,767,webroot software 65210 spy sweeper 3 pc,webroot software,31.99,1,478
955,1259,print shop 22 pro publisher deluxe,encore,99.99,0,479
1426,456,encore inc print shop 22 pro publisher deluxe,,85.07,1,479
960,1090,the sims 2 ( mac ),aspyr media,49.99,0,480
1433,973,aspyr the sims 2,,45.99,1,480
304,285,weekly reader preparing for kindergarten,fogware publishing,19.99,0,481
1438,3030,weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware,,19.99,1,481
179,1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,0,482
1439,1060,sony media software sound forge audio studio 8 software music production software,sony-pictures-digital-entertainment,69.95,1,482
177,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,0,483
291,2758,m-audio pro tools m-powered mpowered 7.3 software music production software,,249.0,1,483
240,879,sony sound forge 9 boxed upgrade,sony media,232.05,0,484
1441,2812,sony creative software sf9006 sound forge 9 boxed upgrade sound editing s/w,,127.97,1,484
963,1340,make music allegro 2007 labpack 5 user,makemusic !,375.0,0,485
