ltable_id,rtable_id,label,left_id,left_name,left_addr,left_city,left_phone,left_type,left_class,right_id,right_name,right_addr,right_city,right_phone,right_type,right_class,id
66,270,0,66,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,147
45,270,0,45,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,148
329,270,0,329,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,149
230,270,0,230,` dix et sept ',' 181 w. 10th st. ',` new york ',212/645 -8023,french,228,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,150
318,270,0,318,` osteria al droge ',' 142 w. 44th st. ',` new york ',212/944 -3643,italian,317,270,petrossian,' 182 w. 58th st. ',` new york city ',212-245-2214,russian,52,151
52,284,0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,284,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66,152
291,284,0,291,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,284,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66,153
317,284,0,317,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316,284,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66,154
37,284,0,37,` island spice ',' 402 w. 44th st. ',` new york ',212/765 -1737,` tel caribbean ',37,284,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66,155
274,284,0,274,` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273,284,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66,156
46,119,0,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,119,` wollensky \ 's grill ',' 205 e. 49th st. ',` new york city ',212-753-0444,steakhouses,653,157
373,119,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,119,` wollensky \ 's grill ',' 205 e. 49th st. ',` new york city ',212-753-0444,steakhouses,653,158
326,119,0,326,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,119,` wollensky \ 's grill ',' 205 e. 49th st. ',` new york city ',212-753-0444,steakhouses,653,159
282,119,0,282,` la reserve ',' 4 w. 49th st. ',` new york ',212/247 -2993,french,281,119,` wollensky \ 's grill ',' 205 e. 49th st. ',` new york city ',212-753-0444,steakhouses,653,160
286,120,0,286,` le chantilly ',' 106 e. 57th st. ',` new york ',212/751 -2931,french,285,120,yama,' 122 e. 17th st. ',` new york city ',212-475-0969,japanese,654,161
181,120,0,181,` alley \ 's end ',' 311 w. 17th st. ',` new york ',212/627 -8899,american,178,120,yama,' 122 e. 17th st. ',` new york city ',212-475-0969,japanese,654,162
35,120,0,35,` gotham bar & grill ','12 e. 12th st. ',` new york ',212/620 -4020,american,35,120,yama,' 122 e. 17th st. ',` new york city ',212-475-0969,japanese,654,163
205,187,0,205,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,187,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722,164
207,187,0,207,` cafe fes ',' 246 w. 4th st. at charles st. ',` new york ',212/924 -7653,mediterranean,205,187,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722,165
532,187,0,532,` zuni cafe & grill ',' 1658 market st. ',` san francisco ',415/552 -2522,mediterranean,532,187,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722,166
453,187,0,453,2223,' 2223 market st. ',` san francisco ',415/431 -0692,american,453,187,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722,167
465,187,0,465,carta,' 1772 market st. ',` san francisco ',415/863 -3516,american,465,187,` cafe flore ',' 2298 market st. ',` san francisco ',415-621-8579,californian,722,168
205,243,0,205,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,243,aureole,'34 e. 61st st. ',` new york city ',212-319-1660,` american ( new ) ',25,169
197,107,0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,170
32,107,0,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,171
373,107,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,172
291,107,0,291,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,173
62,107,0,62,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,174
317,107,0,317,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,175
373,268,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,176
24,268,0,24,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,177
241,268,0,241,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,178
50,268,1,50,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,179
342,268,0,342,` san pietro ','18 e. 54th st. ',` new york ',212/753 -9015,italian,342,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,180
309,268,0,309,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,181
373,289,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,289,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,182
428,289,0,428,` binion \ 's coffee shop ',' 128 fremont st. ',` las vegas ',702/382 -1600,` coffee shops/diners ',428,289,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,183
440,289,0,440,` golden nugget hotel ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,buffets,440,289,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,184
373,256,0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,256,` jo jo ',' 160 e. 64th st. ',` new york city ',212-223-5656,` french bistro ',38,185
39,242,0,39,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,186
24,242,1,24,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,187
309,242,0,309,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,188
241,263,0,241,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,189
273,263,0,273,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,190
301,263,0,301,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,american,300,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,191
349,263,0,349,shaan,'57 w. 48th st. ',` new york ',' 212 / 977-8400 ',asian,349,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,192
379,156,0,379,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,156,eats,' 600 ponce de leon ave. ',atlanta,404-888-9149,italian,690,193
379,181,0,379,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,181,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716,194
86,181,0,86,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,181,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716,195
379,169,0,379,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,169,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703,196
86,169,0,86,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,169,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703,197
86,164,0,86,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,164,` java jive ',' 790 ponce de leon ave. ',atlanta,404-876-6161,` coffee shops ',698,198
86,304,1,86,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,304,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404-876-1800,southern/soul,86,199
473,204,0,473,` grand cafe hotel monaco ',' 501 geary st. ',` san francisco ',415/292 -0101,american,473,204,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,hamburgers,739,200
398,152,0,398,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,southern,398,152,` carey \ 's corner ',' 1215 powers ferry rd. ',marietta,770-933-0909,hamburgers,686,201
110,328,1,110,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110,328,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` san francisco ',415-296-7465,` french ( new ) ',110,202
110,316,0,110,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110,316,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,` american ( new ) ',98,203
498,316,0,498,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,316,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,` american ( new ) ',98,204
98,316,1,98,` campton place ',' 340 stockton st. ',` san francisco ',415/955 -5555,american,98,316,` campton place ',' 340 stockton st. ',` san francisco ',415-955-5555,` american ( new ) ',98,205
421,142,0,421,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,southern,421,142,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,sandwiches,676,206
91,142,0,91,` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,142,` alon \ 's at the terrace ',' 659 peachtree st. ',atlanta,404-724-0444,sandwiches,676,207
386,170,0,386,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,170,` morton \ 's of chicago ( atlanta ) ',' 303 peachtree st. ne ',atlanta,404-577-4366,steakhouses,704,208
91,170,0,91,` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91,170,` morton \ 's of chicago ( atlanta ) ',' 303 peachtree st. ne ',atlanta,404-577-4366,steakhouses,704,209
66,255,0,66,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,255,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,210
317,255,0,317,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316,255,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,211
119,255,0,119,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,255,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,212
274,255,0,274,` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273,255,` island spice ',' 402 w. 44th st. ',` new york city ',212-765-1737,caribbean,37,213
290,209,0,290,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,209,` san francisco bbq ',' 1328 18th st. ',` san francisco ',415-431-8956,thai,744,214
292,252,0,292,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,252,` four seasons ','99 e. 52nd st. ',` new york city ',212-754-9494,` american ( new ) ',34,215
62,280,1,62,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,280,` smith & wollensky ',' 797 third ave. ',` new york city ',212-753-1530,steakhouses,62,216
135,45,0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,217
170,45,0,170,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,218
16,45,0,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,219
12,45,0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,220
168,45,0,168,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,221
6,45,0,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,222
135,62,0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,62,` sweet lady jane ',' 8360 melrose ave. ',la,213-653-7145,desserts,596,223
168,62,0,168,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,62,` sweet lady jane ',' 8360 melrose ave. ',la,213-653-7145,desserts,596,224
135,30,0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,225
16,30,0,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,226
12,30,0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,227
168,30,0,168,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,228
6,30,0,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,229
151,30,0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564,230
135,234,0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,231
170,234,0,170,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,232
16,234,1,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,233
12,234,0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,234
6,234,0,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,235
151,234,0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,234,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,236
135,224,0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,237
12,224,0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,238
6,224,1,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,239
151,224,0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,224,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,240
170,230,0,170,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,230,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,241
16,230,0,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,230,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,242
12,230,1,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,230,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,243
151,230,0,151,` morton \ 's ',' 8764 melrose ave. ',` los angeles ',310/276 -5205,american,148,230,` le chardonnay ( los angeles ) ',' 8284 melrose ave. ',` los angeles ',213-655-8880,` french bistro ',12,244
156,122,0,156,` pacific dining car ',' 6th st. ',` los angeles ',213/483 -6000,american,153,122,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,` french ( classic ) ',656,245
119,122,0,119,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,122,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',702-385-5016,` french ( classic ) ',656,246
156,213,0,156,` pacific dining car ',' 6th st. ',` los angeles ',213/483 -6000,american,153,213,` ti couz ',' 3108 16th st. ',` san francisco ',415-252-7373,french,748,247
119,207,0,119,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,207,` roosevelt tamale parlor ',' 2817 24th st. ',` san francisco ',415-550-9213,mexican,742,248
119,66,0,119,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,66,` water grill ',' 544 s. grand ave. ',` los angeles ',213-891-0900,seafood,600,249
119,311,0,119,` border grill ',' 4th st. ',` los angeles ',310/451 -1655,mexican,116,311,` veni vidi vici ','41 14th st. ',atlanta,404-875-8424,italian,93,250
55,273,1,55,` rainbow room ','30 rockefeller plaza ',` new york ',212/632 -5000,` or 212/632 -5100 american ',55,273,` rainbow room ','30 rockefeller plaza ',` new york city ',212-632-5000,` american ( new ) ',55,251
97,315,1,97,` cafe claude ',' 7 claude la . ',` san francisco ',415/392 -3505,french,97,315,` cafe claude ',' 7 claude ln . ',` san francisco ',415-392-3505,` french bistro ',97,252
452,134,0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,134,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668,253
69,134,0,69,` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,134,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668,254
452,287,0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,287,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69,255
69,287,1,69,` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,287,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69,256
452,55,0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,257
21,55,0,21,valentino,' 3115 pico blvd. ',` santa monica ',310/829 -4313,italian,21,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,258
76,55,0,76,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,259
236,55,0,236,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,55,` rae \ 's ',' 2901 pico blvd. ',` santa monica ',310-828-7937,diners,589,260
452,26,0,452,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` steak houses ',452,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,261
236,26,0,236,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',` new york ',212/496 -1588,american,234,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,262
485,26,0,485,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` old san francisco ',485,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,263
498,26,0,498,` moose \ 's ',' 1652 stockton st. ',` san francisco ',415/989 -7800,mediterranean,498,26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,264
21,239,1,21,valentino,' 3115 pico blvd. ',` santa monica ',310/829 -4313,italian,21,239,valentino,' 3115 pico blvd. ',` santa monica ',310-829-4313,italian,21,265
76,246,0,76,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,246,` carmine \ 's ',' 2450 broadway ',` new york city ',212-362-2200,italian,28,266
479,246,0,479,helmand,' 430 broadway ',` san francisco ',415/362 -0641,` greek and middle eastern ',479,246,` carmine \ 's ',' 2450 broadway ',` new york city ',212-362-2200,italian,28,267
388,246,0,388,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,388,246,` carmine \ 's ',' 2450 broadway ',` new york city ',212-362-2200,italian,28,268
468,246,0,468,` des alpes ',' 732 broadway ',` san francisco ',415/788 -9900,french,468,246,` carmine \ 's ',' 2450 broadway ',` new york city ',212-362-2200,italian,28,269
76,17,0,76,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,17,` duke \ 's ',' 8909 sunset blvd. ',` w. hollywood ',310-652-3100,` coffee shops ',551,270
146,17,0,146,joss,' 9255 sunset blvd. ',` los angeles ',310/276 -1886,asian,143,17,` duke \ 's ',' 8909 sunset blvd. ',` w. hollywood ',310-652-3100,` coffee shops ',551,271
7,17,0,7,fenix,' 8358 sunset blvd. west ',hollywood,213/848 -6677,american,7,17,` duke \ 's ',' 8909 sunset blvd. ',` w. hollywood ',310-652-3100,` coffee shops ',551,272
76,179,0,76,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,179,soto,' 3330 piedmont rd. ',atlanta,404-233-2005,japanese,714,273
83,104,0,83,` heera of india ',' 595 piedmont ave. rio shopping mall ',atlanta,404/876 -4408,asian,83,104,` rose of india ',' 308 e. sixth st. ',` new york city ',212-533-5011,indian,638,274
490,189,0,490,` l \ ` osteria del forno ',' 519 columbus ave. ',` san francisco ',415/982 -1124,italian,490,189,` campo santo ',' 240 columbus ave. ',` san francisco ',415-433-9623,mexican,724,275
427,132,0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,276
449,132,0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,277
444,132,0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,278
429,132,0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,279
438,132,0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,280
424,132,0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,132,moongate,' 3400 las vegas blvd. s. ',` las vegas ',702-791-7352,chinese,666,281
427,139,0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,282
449,139,0,449,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7525,` only in las vegas ',449,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,283
444,139,0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,284
429,139,0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,285
424,139,0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,286
437,139,0,437,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437,139,` sterling brunch ',' 3645 las vegas blvd. s. ',` las vegas ',702-739-4651,eclectic,673,287
427,130,0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,288
429,130,0,429,bistro,' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,289
438,130,0,438,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,asian,438,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,290
424,130,0,424,` bally \ 's big kitchen ',' 3645 las vegas blvd. s ',` las vegas ',702/739 -4111,buffets,424,130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664,291
427,140,0,427,` bertolini \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/735 -4663,italian,427,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,292
444,140,0,444,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444,140,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7331,italian,674,293
