index,id,title,authors,venue,year,source,entity_id
458,1090,metadata for multimedia documents,"thomas c. rakow , klemens böhm",sigmod record,1994,0,212
362,1692,metadata for multimedia documents,"klemens b &#246; hm , thomas c. rakow",acm sigmod record,1994,1,212
672,1230,lopix : a system for xml data integration and manipulation,wolfgang may,vldb,2001,0,213
363,1415,lopix : a system for xml data integration and manipulation,wolfgang may,very large data bases,2001,1,213
730,1993,aggregate-query processing in data warehousing environments,"venky harinarayan , dallan quass , ashish gupta",vldb,1995,0,214
366,1462,aggregate-query processing in data warehousing environments,"ashish gupta , venky harinarayan , dallan quass",very large data bases,1995,1,214
680,1142,on-line warehouse view maintenance,"jennifer widom , dallan quass",sigmod conference,1997,0,215
370,1839,on-line warehouse view maintenance,"dallan quass , jennifer widom",international conference on management of data,1997,1,215
738,2499,exploiting versions for handling updates in broadcast disks,"evaggelia pitoura , panos k. chrysanthis",vldb,1999,0,216
371,814,exploiting versions for handling updates in broadcast disks,"evaggelia pitoura , panos k. chrysanthis",very large data bases,1999,1,216
728,256,incremental clustering for mining in a data warehousing environment,"xiaowei xu , michael wimmer , jörg sander , martin ester , hans-peter kriegel",vldb,1998,0,217
372,1020,incremental clustering for mining in a data warehousing environment,"martin ester , hans-peter kriegel , j &#246; rg sander , michael wimmer , xiaowei xu",very large data bases,1998,1,217
631,1975,performance issues in incremental warehouse maintenance,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang",vldb,2000,0,218
373,858,performance issues in incremental warehouse maintenance,"wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",very large data bases,2000,1,218
742,2143,data warehouse configuration,"timos k. sellis , dimitri theodoratos",vldb,1997,0,219
374,1073,data warehouse configuration,"dimitri theodoratos , timos k. sellis",very large data bases,1997,1,219
629,1092,concurrency in the data warehouse,richard taylor,vldb,2000,0,220
375,1356,concurrency in the data warehouse,richard taylor,very large data bases,2000,1,220
734,70,expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,0,221
376,963,expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,1,221
749,2394,concept based design of data warehouses : the dwq demonstrators,"panos vassiliadis , spyros ligoudistianos , diego calvanese , christoph quix , maurizio lenzerini , matthias jarke , enrico franconi , yannis vassiliou",sigmod conference,2000,0,222
378,409,concept based design of data warehouses : the dwq demonstrators,"m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassiliadis , y. vassiliou",international conference on management of data,2000,1,222
675,392,materialized views and data warehouses,nick roussopoulos,sigmod record,1998,0,223
379,1768,materialized views and data warehouses,nick roussopoulos,acm sigmod record,1998,1,223
679,2261,efficient maintenance of materialized mediated views,"james j. lu , guido moerkotte , joachim schü , v. s. subrahmanian",sigmod conference,1995,0,224
380,1505,efficient maintenance of materialized mediated views,"james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",international conference on management of data,1995,1,224
681,1109,efficient resumption of interrupted warehouse loads,"hector garcia-molina , vlad gorelik , wilburt labio , janet l. wiener",sigmod conference,2000,0,225
382,65,efficient resumption of interrupted warehouse loads,"wilburt juan labio , janet l. wiener , hector garcia-molina , vlad gorelik",international conference on management of data,2000,1,225
677,1318,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",sigmod conference,1997,0,226
383,1929,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",international conference on management of data,1997,1,226
119,1061,data management for pervasive computing,"mitch cherniack , stanley b. zdonik , michael j. franklin",vldb,2001,0,227
385,1284,data management for pervasive computing,"mitch cherniack , michael j. franklin , stanley b. zdonik",very large data bases,2001,1,227
88,593,database issues in telecommunications network management,ilsoo ahn,sigmod conference,1994,0,228
388,1740,sigmod challenges paper : database issues in telecommunications network management,ilsoo ahn,international conference on management of data,1994,1,228
684,2126,active views for electronic commerce,"laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet",vldb,1999,0,229
390,846,active views for electronic commerce,"serge abiteboul , bernd amann , sophie cluet , adi eyal , laurent mignet , tova milo",very large data bases,1999,1,229
754,1128,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",acm trans . database syst .,1998,0,230
391,134,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , ouri wolfson , yelena yesha , robert sloan",acm transactions on database systems ( tods ),1998,1,230
200,1187,relational databases for querying xml documents : limitations and opportunities,"jeffrey f. naughton , kristin tufte , chun zhang , gang he , david j. dewitt , jayavel shanmugasundaram",vldb,1999,0,231
393,811,relational databases for querying xml documents : limitations and opportunities,"jayavel shanmugasundaram , kristin tufte , chun zhang , gang he , david j. dewitt , jeffrey f. naughton",very large data bases,1999,1,231
166,135,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995,0,232
394,1521,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",international conference on management of data,1995,1,232
282,2248,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",sigmod record,2003,0,233
396,2126,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald",acm sigmod record,2003,1,233
581,1599,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),"stefan deßloch , joachim thomas , nelson mendonça mattos",sigmod conference,1995,0,234
399,1524,design and implementation of advanced knowledge processing in the kbms krisys,"j. thomas , s. de &#223; loch , n. mattos",international conference on management of data,1995,1,234
447,1577,safe query languages for constraint databases,peter z. revesz,acm trans . database syst .,1998,0,235
401,232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998,1,235
777,145,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao",sigmod conference,2002,0,236
402,685,time-parameterized queries in spatio-temporal databases,"yufei tao , dimitris papadias",international conference on management of data,2002,1,236
481,2318,semantic assumptions and query evaluation in temporal databases,"sushil jajodia , xiaoyang sean wang , elisa bertino , claudio bettini",sigmod conference,1995,0,237
403,1512,semantic assumptions and query evaluation in temporal databases,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",international conference on management of data,1995,1,237
783,579,"probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",acm trans . database syst .,2001,0,238
404,331,"probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",acm transactions on database systems ( tods ),2001,1,238
788,1082,the naos system,"christine collet , thierry coupaye",sigmod conference,1995,0,239
408,1535,the naos system,"c. collet , t. coupaye",international conference on management of data,1995,1,239
175,1969,multi-dimensional database allocation for parallel data warehouses,"holger märtens , erhard rahm , thomas stöhr",vldb,2000,0,240
411,881,multi-dimensional database allocation for parallel data warehouses,"thomas st &#246; hr , holger m &#228; rtens , erhard rahm",very large data bases,2000,1,240
231,2075,t2 : a customizable parallel database for multi-dimensional data,"alan sussman , anurag acharya , joel h. saltz , chialin chang",sigmod record,1998,0,241
412,1765,t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",acm sigmod record,1998,1,241
586,1276,management of data and services in the environmental information system ( uis ) of baden-württemberg,"wolf-fritz riekert , roland mayer-föll , gerlinde wiest",sigmod record,1997,0,242
414,1905,uis-management of data and services in the environmental information systems of baden-w &#252; rttemberg,"wolf-fritz riekert , roland mayer-f &#246; ll , gerlinde wiest",acm sigmod record,1997,1,242
792,2311,applying data mining techniques to a health insurance information system,"michael j. rothman , john p. nearhos , marisa s. viveros",vldb,1996,0,243
417,1143,applying data mining techniques to a health insurance information system,"marisa s. viveros , john p. nearhos , michael j. rothman",very large data bases,1996,1,243
592,1533,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994,0,244
418,1640,sequence query processing,"praveen seshadri , miron livny , raghu ramakrishnan",international conference on management of data,1994,1,244
794,2277,dynamic sample selection for approximate query processing,"gautam das , surajit chaudhuri , brian babcock",sigmod conference,2003,0,245
419,2063,dynamic sample selection for approximate query processing,"brian babcock , surajit chaudhuri , gautam das",international conference on management of data,2003,1,245
591,1690,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,0,246
421,695,partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002,1,246
562,1489,online query processing,"peter j. haas , joseph m. hellerstein",sigmod conference,2001,0,247
425,365,online query processing : a tutorial,"peter j. haas , joseph m. hellerstein",international conference on management of data,2001,1,247
808,2589,eddies : continuously adaptive query processing,"ron avnur , joseph m. hellerstein",sigmod conference,2000,0,248
426,431,eddies : continuously adaptive query processing,"ron avnur , joseph m. hellerstein",international conference on management of data,2000,1,248
795,2367,similarity query processing using disk arrays,"apostolos papadopoulos , yannis manolopoulos",sigmod conference,1998,0,249
427,1805,similarity query processing using disk arrays,"apostolos n. papadopoulos , yannis manolopoulos",international conference on management of data,1998,1,249
811,1259,low-cost compensation-based query processing,"øystein torbjørnsen , øystein grøvlen , svein-olaf hvasshovd",vldb,1998,0,250
428,1017,low-cost compensation-based query processing,"&#216; ystein gr &#248; vlen , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen",very large data bases,1998,1,250
796,1411,functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen",vldb j.,2000,0,251
429,1230,functional-join processing,"r. braumandl , j. claussen , a. kemper , d. kossmann",the vldb journal -- the international journal on very large data bases,2000,1,251
816,1390,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",vldb,1999,0,252
434,783,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",very large data bases,1999,1,252
605,14,approximate query mapping : accounting for translation closeness,"hector garcia-molina , kevin chen-chuan chang",vldb j.,2001,0,253
437,2106,approximate query mapping : accounting for translation closeness,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",the vldb journal -- the international journal on very large data bases,2001,1,253
596,1488,query execution techniques for caching expensive methods,"joseph m. hellerstein , jeffrey f. naughton",sigmod conference,1996,0,254
438,1991,query execution techniques for caching expensive methods,"joseph m. hellerstein , jeffrey f. naughton",international conference on management of data,1996,1,254
104,656,extracting schema from semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov",sigmod conference,1998,0,255
439,1799,extracting schema from semistructured data,"svetlozar nestorov , serge abiteboul , rajeev motwani",international conference on management of data,1998,1,255
828,1245,modelling and querying video data,"rune hjelsvold , roger midtstraum",vldb,1994,0,256
440,2181,modelling and querying video data,"rune hjelsvold , roger midtstraum",very large data bases,1994,1,256
503,333,querying structured text in an xml database,"h. v. jagadish , shurug al-khalifa , cong yu",sigmod conference,2003,0,257
441,2077,querying structured text in an xml database,"shurug al-khalifa , cong yu , h. v. jagadish",international conference on management of data,2003,1,257
93,932,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999,0,258
442,62,query rewriting for semistructured data,"yannis papakonstantinou , vasilis vassalos",international conference on management of data,1999,1,258
113,1745,semistructured und structured data in the web : going back and forth,"paolo merialdo , giansalvatore mecca , paolo atzeni",sigmod record,1997,0,259
444,1754,semistructured and structured data in the web : going back and forth,"paolo atzeni , giansalvatore mecca , paolo merialdo",acm sigmod record,1997,1,259
109,747,vqbd : exploring semistructured data,"jihwang yeo , sudarshan s. chawathe , thomas baby",sigmod conference,2001,0,260
446,287,vqbd : exploring semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",international conference on management of data,2001,1,260
402,1133,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",sigmod record,1997,0,261
450,1748,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",acm sigmod record,1997,1,261
105,1517,extracting structured data from web pages,"arvind arasu , hector garcia-molina",sigmod conference,2003,0,262
452,2047,extracting structured data from web pages,"arvind arasu , hector garcia-molina , stanford university",international conference on management of data,2003,1,262
772,1507,query decomposition and view maintenance for query languages for unstructured data,dan suciu,vldb,1996,0,263
453,1049,query decomposition and view maintenance for query languages for unstructured data,dan suciu,very large data bases,1996,1,263
836,1968,unql : a query language and algebra for semistructured data based on structural recursion,"mary f. fernandez , peter buneman , dan suciu",vldb j.,2000,0,264
454,1276,unql : a query language and algebra for semistructured data based on structural recursion,"peter buneman , mary fernandez , dan suciu",the vldb journal -- the international journal on very large data bases,2000,1,264
829,798,storage and querying of e-commerce data,"yirong xu , rakesh agrawal , amit somani",vldb,2001,0,265
455,1281,storage and querying of e-commerce data,"rakesh agrawal , amit somani , yirong xu",very large data bases,2001,1,265
830,1548,graphdb : modeling and querying graphs in databases,ralf hartmut güting,vldb,1994,0,266
456,2291,graphdb : modeling and querying graphs in databases,ralf hartmut g &#252; ting,very large data bases,1994,1,266
839,773,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994,0,267
457,1678,query by diagram : a graphical environment for querying databases,"tiziana catarci , giuseppe santucci",international conference on management of data,1994,1,267
94,1385,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999,0,268
458,127,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",acm sigmod record,1999,1,268
844,2433,semantic b2b integration : issues in ontology-based applications,"zhan cui , paul o'brien , dean m. jones",sigmod record,2002,0,269
459,667,semantic b2b integration : issues in ontology-based approaches,"zhan cui , dean jones , paul o'brien",acm sigmod record,2002,1,269
487,1897,semantic b2b integration,christoph bussler,sigmod conference,2001,0,270
460,367,semantic b2b integration,christoph bussler,international conference on management of data,2001,1,270
840,1280,wrapper generation for semi-structured internet sources,"craig a. knoblock , naveen ashish",sigmod record,1997,0,271
461,1755,wrapper generation for semi-structured internet sources,"naveen ashish , craig a. knoblock",acm sigmod record,1997,1,271
98,2013,incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",vldb,1998,0,272
464,986,incremental maintenance for materialized views over semistructured data,"serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",very large data bases,1998,1,272
102,1931,meaningful change detection in structured data,"hector garcia-molina , sudarshan s. chawathe",sigmod conference,1997,0,273
467,1935,meaningful change detection in structured data,"sudarshan s. chawathe , hector garcia-molina",international conference on management of data,1997,1,273
853,443,change detection in hierarchically structured information,"jennifer widom , sudarshan s. chawathe , hector garcia-molina , anand rajaraman",sigmod conference,1996,0,274
468,1993,change detection in hierarchically structured information,"sudarshan s. chawathe , anand rajaraman , hector garcia-molina , jennifer widom",international conference on management of data,1996,1,274
506,1927,vist : a dynamic index method for querying xml data by tree structures,"wei fan , sanghyun park , philip s. yu , haixun wang",sigmod conference,2003,0,275
469,2085,vist : a dynamic index method for querying xml data by tree structures,"haixun wang , sanghyun park , wei fan , philip s. yu",international conference on management of data,2003,1,275
520,1560,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh",vldb j.,2001,0,276
470,1267,combining multi-visual features for efficient indexing in a large image database,"anne h. h. ngu , quan z. sheng , du q. huynh , ron lei",the vldb journal -- the international journal on very large data bases,2001,1,276
508,595,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000,0,277
471,445,efficient and cost-effective techniques for browsing and indexing large video databases,"junghwan oh , kien a. hua",international conference on management of data,2000,1,277
644,1877,structural matching and discovery in document databases,"jason tsong-li wang , george jyh-shian chang , dennis shasha , girish patel , kaizhong zhang , liam relihan",sigmod conference,1997,0,278
473,1865,structural matching and discovery in document databases,"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel",international conference on management of data,1997,1,278
504,2365,wave-indices : indexing evolving databases,"hector garcia-molina , narayanan shivakumar",sigmod conference,1997,0,279
474,1838,wave-indices : indexing evolving databases,"narayanan shivakumar , h &#233; ctor garc &#237; a-molina",international conference on management of data,1997,1,279
526,283,cache investment : integrating query optimization and distributed data placement,"donald kossmann , gerhard drasch , michael j. franklin",acm trans . database syst .,2000,0,280
477,371,cache investment : integrating query optimization and distributed data placement,"donald kossmann , michael j. franklin , gerhard drasch , wig ag",acm transactions on database systems ( tods ),2000,1,280
833,2171,miro web : integrating multiple data sources through semistructured data types,"fei sha , tatiana chan-sine-ying , georges gardarin , tuyet-tram dang-ngoc , jean-luc darroux , luc bouganim",vldb,1999,0,281
478,825,miro web : integrating multiple data sources through semistructured data types,"luc bouganim , tatiana chan-sine-ying , tuyet-tram dang-ngoc , jean-luc darroux , georges gardarin , fei sha",very large data bases,1999,1,281
863,1001,join queries with external text sources : execution and optimization techniques,"umeshwar dayal , surajit chaudhuri , tak w. yan",sigmod conference,1995,0,282
479,1498,join queries with external text sources : execution and optimization techniques,"surajit chaudhuri , umeshwar dayal , tak w. yan",international conference on management of data,1995,1,282
870,526,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000,0,283
480,418,the onion technique : indexing for linear optimization queries,"yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith",international conference on management of data,2000,1,283
848,1161,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"thomas j. e. schwarz , witold litwin",sigmod conference,2000,0,284
482,429,lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"witold litwin , thomas schwarz",international conference on management of data,2000,1,284
177,2355,intelligent rollups in multidimensional olap data,"sunita sarawagi , gayatri sathe",vldb,2001,0,285
484,1351,intelligent rollups in multidimensional olap data,"gayatri sathe , sunita sarawagi",very large data bases,2001,1,285
438,1839,mindreader : querying databases through multiple examples,"ravishankar subramanya , christos faloutsos , yoshiharu ishikawa",vldb,1998,0,286
485,1009,mindreader : querying databases through multiple examples,"yoshiharu ishikawa , ravishankar subramanya , christos faloutsos",very large data bases,1998,1,286
874,952,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , craig swietlik , jack lukaszuk",sigmod record,2002,0,287
486,752,the design of a retrieval technique for high-dimensional data on tertiary storage,"ratko orlandic , jack lukaszuk , craig swietlik",acm sigmod record,2002,1,287
117,577,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003,0,288
487,2087,d ( k ) - index : an adaptive structural summary for graph-structured data,"qun chen , andrew lim , kian win ong",international conference on management of data,2003,1,288
515,661,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997,0,289
488,1836,distance-based indexing for high-dimensional metric spaces,"tolga bozkaya , meral ozsoyoglu",international conference on management of data,1997,1,289
516,1453,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , rajeev rastogi , minos n. garofalakis",sigmod conference,2001,0,290
489,299,independence is good : dependency-based histogram synopses for high-dimensional data,"amol deshpande , minos garofalakis , rajeev rastogi",international conference on management of data,2001,1,290
116,272,the tv-tree : an index structure for high-dimensional data,"king-ip lin , h. v. jagadish , christos faloutsos",vldb j.,1994,0,291
490,585,the tv-tree : an index structure for high-dimensional data,"king ip lin , h. v. jagadish , christos faloutsos",the vldb journal -- the international journal on very large data bases,1994,1,291
648,2473,"research and practice in federated information systems , report of the efis ' 2000 international workshop","ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel",sigmod record,2000,0,292
492,451,research and practice in federated information systems,"w. hasselbring , w.-j . van den heuvel , g. j. houben , r.-d . kutsche , b. rieger , m. roantree , k. subieta",acm sigmod record,2000,1,292
161,1832,advances in databases and information systems ( adbis ),"albertas caplinskas , johann eder , olegas vasilecas",sigmod record,2002,0,293
493,654,advances in databases and information systems : report of 5th east european conference adbis ' 2001,"albertas caplinskas , johann eder , olegas vasilecas",acm sigmod record,2002,1,293
665,977,the ecobase project : database and web technologies for environmental information systems,"asterio k. tanaka , patrick valduriez",sigmod record,2001,0,294
494,544,the ecobase project : database and web technologies for environmental information systems,"luc bouganim , maria claudia cavalcanti , fran &#231; oise fabret , maria luiza campos , fran &#231; ois llirbat , marta mattoso , rubens melo , ana maria moura , esther pacitti , fabio porto , margareth simoes , eric simon , asterio tanaka , patrick valduriez",acm sigmod record,2001,1,294
892,1977,environment information systems - guest editor 's foreword,oliver günther,sigmod record,1997,0,295
495,1909,environmental information systems,oliver g &#252; nther,acm sigmod record,1997,1,295
894,826,database research at the university of illinois at urbana-champaign,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",sigmod record,2002,0,296
497,562,database research at the university of illinois at urbana-champaign,"m. winslett , k. chang , a. doan , j. han , c. zhai , y. zhou",acm sigmod record,2002,1,296
901,2504,the database research group at eth zurich,"hans-jörg schek , moira c. norrie , gerhard weikum , stephen blott",sigmod record,1994,0,297
498,1704,the database research group at eth zurich,"moira c. norrie , stephen m. blott , hans-j &#246; rg schek , gerhard weikum",acm sigmod record,1994,1,297
878,2091,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997,0,298
500,1772,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997,1,298
908,2290,florida international university high performance database research center,"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",sigmod record,1995,0,299
501,1555,florida international university high performance database research center,"naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov",acm sigmod record,1995,1,299
899,433,research activities in database management and information retrieval at the university of illinois at chicago,"a. prasad sistla , isabel f. cruz , ashfaq a. khokhar , clement t. yu , bing liu , ouri wolfson",sigmod record,2002,0,300
502,565,research activities in database management and information retrieval at university of illinois at chicago,"isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",acm sigmod record,2002,1,300
755,1551,www-udk : a web-based environmental meta-information system,"rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm",sigmod record,1997,0,301
504,1904,www-udk : a web-based environmental meta-information system,"ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm",acm sigmod record,1997,1,301
885,2293,query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",sigmod record,1997,0,302
505,1927,query previews for networked information systems : a case study with nasa environmental data,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",acm sigmod record,1997,1,302
886,2480,databases on the web : technologies for federation architectures and case studies ( tutorial ),ralf kramer,sigmod conference,1997,0,303
506,1849,databases on the web : technologies for federation architectures and case studies,ralf kramer,international conference on management of data,1997,1,303
724,2546,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",sigmod conference,1997,0,304
507,1846,infomaster : an information integration system,"michael r. genesereth , arthur m. keller , oliver m. duschka",international conference on management of data,1997,1,304
915,1420,supply chain infrastructures : system integration and information sharing,"michael o. ball , louiqa raschid , meng ma , zhengying zhao",sigmod record,2002,0,305
508,670,supply chain infrastructures : system integration and information sharing,"michael o. ball , meng ma , louiqa raschid , zhengying zhao",acm sigmod record,2002,1,305
921,1984,influencing database language standards,leonard gallagher,sigmod record,1994,0,306
511,1705,influencing database language standards,leonard gallagher,acm sigmod record,1994,1,306
234,2369,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,0,307
513,220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999,1,307
399,889,tail recursion elimination in deductive databases,kenneth a. ross,acm trans . database syst .,1996,0,308
515,1945,tail recursion elimination in deductive databases,kenneth a. ross,acm transactions on database systems ( tods ),1996,1,308
233,1377,introduction to constraint databases - book review,bart kuijpers,sigmod record,2002,0,309
516,518,introduction to constraint databases,bart kuijpers,acm sigmod record,2002,1,309
699,2094,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,acm trans . database syst .,1995,0,310
517,1570,query evaluation in deductive databases with alternating fixpoint semantics,weidong chen,acm transactions on database systems ( tods ),1995,1,310
698,365,some issues in design of distributed deductive databases,"nandlal l. sarda , mukesh k. mohania",vldb,1994,0,311
519,2277,some issues in design of distributed deductive databases,"mukesh k. mohania , nandlal l. sarda",very large data bases,1994,1,311
418,12,priority assignment in real-time active databases,"rajendran m. sivasankaran , bhaskar purimetla , john a. stankovic , krithi ramamritham , donald f. towsley",vldb j.,1996,0,312
521,1213,priority assignment in real-time active databases,"rajendran m. sivasankaran , john a. stankovic , don towsley , bhaskar purimetla , krithi ramamritham",the vldb journal -- the international journal on very large data bases,1996,1,312
428,948,text databases : a survey of text models and systems,arjan loeffen,sigmod record,1994,0,313
522,1706,text databases : a survey of text models and systems,arjan loeffen,acm sigmod record,1994,1,313
652,452,"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,2003,0,314
523,912,"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,acm sigmod record,2003,1,314
666,2287,engineering federated information systems : report of efis '99 workshop,"fèlix saltor , uwe hohenstein , ralf-detlef kutsche , wilhelm hasselbring , gunter saake , stefan conrad , mark roantree",sigmod record,1999,0,315
525,85,engineering federated information systems : report of eefis '99 workshop,"s. conrad , w. hasselbring , u. hohenstein , r.-d . kutsche , m. roantree , g. saake , f. saltor",acm sigmod record,1999,1,315
889,781,transactional information systems - book review,marc h. scholl,sigmod record,2001,0,316
526,597,"transactional information systems : theory , algorithms , and the practice of concurrency control and recovery",marc h. scholl,acm sigmod record,2001,1,316
881,1241,information systems research at rwth aachen,matthias jarke,sigmod record,1995,0,317
527,1576,information systems research at rwth aachen,matthias jarke,acm sigmod record,1995,1,317
667,519,report on the nsf workshop on building an infrastructure for mobile and wireless systems,"ouri wolfson , s. a. m. makki , kia makki , charles e. perkins , birgitta könig-ries , peter l. reiher , niki pissinou , peter scheuermann , jari veijalainen",sigmod record,2002,0,318
528,743,"on building an infrastructure for mobile and wireless systems : report on the nsf workshop on an infrastructure for mobile and wireless systems , oct. 15 , 2001","birgitta k &#246; nig-ries , kia makki , sam makki , charles perkins , niki pissinou , peter reiher , peter scheuermann , jari veijalainen , ouri wolfson",acm sigmod record,2002,1,318
658,2574,report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,0,319
529,1896,report from the nsf workshop on workflow and process automation in information systems,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",acm sigmod record,1996,1,319
932,266,semantic interoperability in global information systems : a brief introduction to the research area and the special section,"amit p. sheth , aris m. ouksel",sigmod record,1999,0,320
530,118,semantic interoperability in global information systems,"a. m. ouksel , a. sheth",acm sigmod record,1999,1,320
884,2430,challenges for global information systems,"alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova",vldb,1994,0,321
531,2245,challenges for global information systems,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",very large data bases,1994,1,321
882,50,staggered striping in multimedia information systems,"steven berson , richard r. muntz , shahram ghandeharizadeh , xiangyu ju",sigmod conference,1994,0,322
532,1713,staggered striping in multimedia information systems,"steven berson , shahram ghandeharizadeh , richard muntz , xiangyu ju",international conference on management of data,1994,1,322
148,182,thémis : a database programming language handling integrity constraints,"anne doucet , véronique benzaken",vldb j.,1995,0,323
